OrganisationURI,OrganisationLabel,SiteReference,AlternativeReferences,PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Easting,Northing,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate,OtherNotes 
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0014,APP/18/00056/F,,"""370-372 Ashley Road, Poole, BH14 9DQ""",https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_252423,ETRS89,49.90019816,-1.924656048,405507.2466,90153.7554,0.04,Unknown ownership,Yes,Permissioned,Full planning permission,09/03/2018,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_252423,,5,"""Demolition of existing structure and construction of new building comprising commercial retail and office uses (A1/A2/A3) to ground floor, with 4 no. self contained residential accommodation units to first floor and a further self contained residential accommodation unit to the rear at second floor.""",,,,,,,,01/12/2017,01/12/2017,
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0017,APP/15/00417/F,,"""Sea View Hotel, 638 Ashley Road, Poole, BH14 0AW""",https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_229338,ETRS89,49.90020374,-1.933593422,404865.3953,92933.4206,0.14,Unknown ownership,Yes,Permissioned,Full planning permission,20/06/2016,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_229338,,10,"""Demolition of existing Class A4 public house and redevelopment of the site to provide a three storey building comprising a ground floor Class A1 convenience store including ATM and 10 Class C3 apartments at first and second floor level with dedicated external servicing, refuse and plant area, associated car parking, access arrangements and landscaping.""",,,,,,,,01/12/2017,01/12/2017,
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0018,APP/15/00875/F,,"""Salterns Harbourside Hotel, 38 Salterns Way, Poole, BH14 8JR""",https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_229944,ETRS89,49.90020972,-1.944695768,404068.0635,87375.9509,1.63,Unknown ownership,Yes,Permissioned,Full planning permission,05/10/2016,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_229944,,73,"""Demolition of the existing buildings and the erection of 2 multi-storey mixed use developments containing 73 residential units, a 60 bedroom hotel as well as restaurants, offices and marina service facilities. Construction of a new quay wall around the development and raising of sea defences to 3.6m AOD.""",,,,,,,,01/12/2017,01/12/2017,
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0019,APP/15/00933/P,,"""1 & 3 St Georges Avenue, Poole, BH12 4ND""",https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_230019,ETRS89,49.90021368,-1.953442857,403439.8781,92401.1046,0.07,Unknown ownership,Yes,Permissioned,Outline planning permission,18/03/2016,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_230019,,10,"""Outline application for demolition of existing buildings and the erection of a block of 10 flats with associated access and parking.""",,,,,,,,01/12/2017,01/12/2017,
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0021,APP/15/00951/F,,"""27 Forest Road, Poole, BH13 6DQ""",https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_230047,ETRS89,49.90021143,-1.948308038,403808.6428,93768.0212,0.2,Unknown ownership,Yes,Permissioned,Full planning permission,01/09/2015,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_230047,,5,"""Demolish existing house and erect 5 houses with associated parking.""",,,,,,,,01/12/2017,01/12/2017,
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0022,APP/15/01064/P,,"""78 High Street, Poole, BH15 1DB""",https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_230198,ETRS89,49.90019482,-1.919787813,405856.8665,91983.4842,0.04,Unknown ownership,Yes,Permissioned,Outline planning permission,19/02/2016,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_230198,,6,"""Outline planning permission with some matters reserved to form new second floor over 78 High Street, creating 6 no. flats.""",,,,,,,,01/12/2017,01/12/2017,
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0024,APP/15/01193/P,,"""385 Sandbanks Road, Poole, BH14 8HZ""",https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_230356,ETRS89,49.90020311,-1.932529966,404941.769,88904.1647,0.15,Unknown ownership,Yes,Permissioned,Full planning permission,28/10/2015,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_230356,,5,"""Demolish existing detached dwelling and erect an apartment building comprising 5 three bedroom apartments and a basement car park.""",,,,,,,,01/12/2017,01/12/2017,
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0025,APP/15/01318/F,,"""1 & 2 Bessborough Road, Poole, BH13 7JS""",https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_230527,ETRS89,49.90020621,-1.937943352,404552.9984,89195.6308,0.2,Unknown ownership,Yes,Permissioned,Full planning permission,16/02/2016,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_230527,,14,"""Demolition of the existing care home and adjoining dwelling and the erection of a 4-storey block of 14 apartments with basement parking""",,,,,,,,01/12/2017,01/12/2017,
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0026,APP/15/01360/F,,"""1 to 3 Commercial Road, Poole, BH14 0HU""",https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_230580,ETRS89,49.90020946,-1.944165757,404106.127,89380.1671,0.19,Unknown ownership,Yes,Permissioned,Full planning permission,08/03/2016,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_230580,,50,"""Demolish existing buildings and erect a mixed use development consisting of 50 residential units and retail space, with associated access and parking.""",,,,,,,,01/12/2017,01/12/2017,
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0027,APP/15/01491/F,,"""302-304 Sandbanks Road, Poole, BH14 8HX""",https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_244935,ETRS89,49.90021696,-1.962120483,402816.6814,91554.2439,0.19,Unknown ownership,Yes,Permissioned,Full planning permission,12/02/2016,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_244935,,6,"""Demolish existing buildings and erection of 6 detached dwellings and parking (Revised Scheme).""",,,,,,,,01/12/2017,01/12/2017,Other site permissions refs and dates of decision: APP/14/01286/F & 19/01/2015
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0028,APP/17/01004/F,,"""107-117 Bournemouth Road, Poole, BH14 9HR""",https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_250789,ETRS90,50.72502,-1.937801,404486.3387,91715.91397,0.14,Unknown ownership,Yes,Permissioned,Full planning permission,15/01/2016,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_250789,,9,"""Demolish existing outbuildings and steel framed car park cover and erect 9 No. houses and new parking area.""",,,,,,,,01/12/2017,01/12/2018,
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0029,APP/15/01639/PA,,"""Merck House, 24-32 Seldown Road, Poole, BH15 1TD""",https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_245222,ETRS89,49.90021043,-1.946176381,403961.731,89747.1204,0.36,Unknown ownership,Yes,Permissioned,Full planning permission,15/01/2016,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_245222,,81,"""Prior Approval for Change of Use of B1 Office to C3 Residential (81 Units).""",,,,,,,,01/12/2017,01/12/2017,Other site permissions refs and dates of decision: APP/14/01011/PA & 03/10/2014
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0031,APP/15/01811/F,,"""66, 68 & 68a Lilliput Road, Poole, BH14 8LA""",https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_245479,ETRS89,49.90022103,-1.976814625,401761.4,91010.15,0.36,Unknown ownership,Yes,Permissioned,Full planning permission,22/04/2016,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_245479,,20,"""Demolition of the existing properties and the erection of two separate apartment buildings containing 20 flats in total with associated access, cycle and bin stores. (Revised Application).""",,,,,,,,01/12/2017,01/12/2017,
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0032,APP/15/01833/F,PP5 (T8 part) ,"""Quay West Marina, 23 West Quay Road, Poole, BH15 1HX""",https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_245508,ETRS89,49.90022291,-1.988300276,400936.5412,90301.44,0.83,Unknown ownership,Yes,Permissioned,Full planning permission,08/03/2017,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_245508,,291,"""Demolition of existing buildings and redevelopment of land at West Quay Marina for a mixed-use development comprising 291 residential apartments, 733 sq.m commercial/retail floorspace (Unit 1 and 3 either A1 to A3; B1a or D2 (Gym) uses and Unit 2 either A1 to A3; B1a and D2 (Gym) uses), 221 car parking spaces, quayside walkway and associated landscaping and infrastructure.  (This application includes an Environmental Impact Assessment).""",,,,,,,,01/12/2017,01/12/2017,
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0033,APP/17/00423/F,,"""21 Springfield Road, Poole, BH14 0LG""",https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_249741,ETRS89,49.90020544,-1.936550027,404653.0622,89801.8622,0.09,Unknown ownership,Yes,Permissioned,Full planning permission,15/05/2017,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_249741,,6,"""Demolish existing and erect 6 no 2 bedroom flats and 1 no 3 bedroom flat with undercroft parking.""",,,,,,,,01/12/2017,01/12/2018,
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0034,APP/16/00075/F,,"""19a-21 Gorse Hill Road, Poole, BH15 3QH""",https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_245676,ETRS89,49.90022321,-1.991197914,400728.4431,90634.2997,0.28,Unknown ownership,Yes,Permissioned,Full planning permission,29/07/2016,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_245676,,4,"""Demolition of existing dwelling and creation of 4 new dwellings.""",,,,,,,,01/12/2017,01/12/2017,
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0035,APP/17/01210/F,,"""Land r/o 85-87 High Street, Poole, BH15 1AH""",https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_251168,ETRS89,49.9002133,-1.952552886,403503.7927,91895.0801,0.03,Unknown ownership,Yes,Permissioned,Full planning permission,28/11/2017,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_251168,,10,"""Erection of a block forming no.10 self-contained flats with associated access and parking."" ",,,,,,,,01/12/2017,01/12/2018,
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0036,APP/16/00359/P,,"""214 Lower Blandford Road, Poole, BH18 8DX""",https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_246176,ETRS89,49.90021804,-1.965433554,402578.7483,92240.1444,0.04,Unknown ownership,Yes,Permissioned,Outline planning permission,30/06/2016,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_246176,,5,"""Outline application to extend first floor accommodation to create 5.No. Maisonettes. Change of use to existing first floor commercial unit. Construct second floor.""",,,,,,,,01/12/2017,01/12/2017,
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0037,APP/16/00417/F,,"""Land r/o Adastral Square, Poole, BH17 8SA""  ",https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_246275,ETRS89,49.90022244,-1.984623739,401200.577,90514.7605,0.04,Unknown ownership,Yes,Permissioned,Full planning permission,24/05/2016,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_246275,,6,"""Erect 6 residential flats with associated garages, cycle and bin stores, accessed from Mitchell Road.""",,,,,,,,01/12/2017,01/12/2017,
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0038,APP/16/00512/P,,"""36-38 Panorama Road, Poole, BH13 7RD""",https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_246467,ETRS89,49.9002235,-1.995193025,400441.5284,95758.5484,0.09,Unknown ownership,Yes,Permissioned,Outline planning permission,15/07/2016,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_246467,,12,"""Outline planning application for the demolition of the existing buildings and the erection of a 4 storey replacement mixed use building with a replacement car showroom on the ground floor with 12 flats above with associated basement parking, cycle and bin stores (revised scheme).""",,,,,,,,01/12/2017,01/12/2018,
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0040,APP/16/00683/F,,"""35-37 Clifton Road, Poole, BH14 9PW""",https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_246758,ETRS89,49.90020986,-1.944986029,404047.2179,87551.7802,0.27,Unknown ownership,Yes,Permissioned,Full planning permission,12/07/2016,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_246758,,4,"""Demolish existing dwellings and erect four detached dwellings with integral garage.""",,,,,,,,01/12/2017,01/12/2017,
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0041,APP/16/00700/R,,"""Burnage Court, 6 Martello Park, Poole, BH13 7BA""",https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_246785,ETRS89,49.90021508,-1.956942062,403188.5774,91510.833,0.3,Unknown ownership,Yes,Permissioned,Reserved matters approval,02/08/2016,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_246785,,13,"""Reserved Matters application following approval of Outline application 15/01292/P for landscaping matter.""",,,,,,,,01/12/2017,01/12/2017,Other site permissions refs and dates of decision: APP/15/01292/P & 22/04/2016
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0043,APP/16/00830/F,,"""Voyager House, 253-257 High Street North, Poole, BH15 1DX""",https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_247004,ETRS89,49.90019469,-1.919591328,405870.9774,89306.6996,0.3,Unknown ownership,Yes,Permissioned,Full planning permission,10/02/2017,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_247004,,18,"""Erect a two storey roof extension to the existing building to create 2 x 1-bedroom flats and 16 x 2-bedroom units with private terraces and 3 2xbed ground floor flats as approved under planning approval ref: 15/01027/F.""",,,,,,,,01/12/2017,01/12/2017,
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0044,APP/16/00852/P,,"""103-105 Commercial Road, Poole, BH14 0JD"" ",https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_247042,ETRS89,49.90018698,-1.909343043,406606.9742,90664.6889,0.07,Unknown ownership,Yes,Permissioned,Outline planning permission,09/09/2016,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_247042,,10,"""Outline planning application for a mixed use development consisting of changing the ground floor unit to an A3 (Restaurant and Cafe) use and addition of first and second floors to form 6 self-contained flats above and a flatted building at the rear consisting of 4 flats with associated access, cycle and bin stores.""",,,,,,,,01/12/2017,01/12/2017,
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0045,APP/16/01023/F,,"""207 Haymoor Road, Poole, BH15 3NT""",https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_247358,ETRS89,49.90021366,-1.953412138,403442.0842,91534.8511,0.09,Unknown ownership,Yes,Permissioned,Full planning permission,26/08/2016,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_247358,,9,"""Demolish existing and construct a mixed use development comprising offices and 9 residential flats.""",,,,,,,,01/12/2017,01/12/2017,
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0046,APP/16/01147/F,,"""34-40 Dorset Lake Avenue, Poole, BH14 8JD""",https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_247579,ETRS89,49.90021484,-1.956338069,403231.9541,92822.6312,0.68,Unknown ownership,Yes,Permissioned,Full planning permission,24/02/2017,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_247579,,26,"""Demolition of existing buildings and construction of 3 blocks of flats totalling 23 flats and 3 houses with underground parking.""",,,,,,,,01/12/2017,01/12/2017,
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0048,APP/16/01356/P,,"""Marlborough Court Nursing Home, 91-93 Bournemouth Road, BH14 0ER """,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_247942,ETRS89,49.9002111,-1.947582831,403860.7247,89888.2024,0.18,Unknown ownership,Yes,Permissioned,Outline planning permission,12/01/2017,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_247942,,36,"""Outline application to demolish existing care home and erect two blocks of apartments (36 in total) with basement parking and access from Marlborough Road.""",,,,,,,,01/12/2017,01/12/2017,
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0050,APP/16/01477/F,,"""4 Lawrence Drive, Poole, BH13 7EN""",https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_248161,ETRS89,49.90020775,-1.940826142,404345.9665,91712.8648,0.58,Unknown ownership,Yes,Permissioned,Full planning permission,28/03/2017,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_248161,,4,"""Demolish existing dwelling and replace with 4 new dwellings.""",,,,,,,,01/12/2017,01/12/2017,
