Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
http://opendatacommunities.org/id/district-council/north-warwickshire,BFR030,"Corley Motors, George Street, Arley",https://www.northwarks.gov.uk/info/20027/development_control/1088/self_custom_build_and_brownfield_land_register,52.506547,-1.5700178,0.24,not owned by a public authority,permissioned,full planning permission,2012-11-17 00:00:00,http://planning.northwarks.gov.uk/portal/servlets/ApplicationSearchServlet,yes,10,10,,"Erection of 10 dwellings together with associated landscaping, parking and access arrangements",2018-12-10 00:00:00,2020-03-02 00:00:00,,,,,,,,,,2018-12-10,2020-02-15,
http://opendatacommunities.org/id/district-council/north-warwickshire,BFR031,"Cedar House, Kingsbury Road, Lea Marston",https://www.northwarks.gov.uk/info/20027/development_control/1088/self_custom_build_and_brownfield_land_register,52.551605,-1.6944945,0.32,not owned by a public authority,permissioned,outline planning permission,2018-01-18 00:00:00,http://planning.northwarks.gov.uk/portal/servlets/ApplicationSearchServlet,yes,5,5,,"Outline - demolition of existing buildings and erection of five dwellings, with associated gardens, parking and garages (with all matters reserved)",2018-12-10 00:00:00,2020-03-02 00:00:00,,,,,,,,,,2018-12-10,2020-02-15,
http://opendatacommunities.org/id/district-council/north-warwickshire,BFR032,"Magna House, South Street, Atherstone",https://www.northwarks.gov.uk/info/20027/development_control/1088/self_custom_build_and_brownfield_land_register,52.575696,-1.5452747,0.049,not owned by a public authority,permissioned,other,2019-09-29 00:00:00,http://planning.northwarks.gov.uk/portal/servlets/ApplicationSearchServlet,yes,6,6,,Prior Approval for Change of Use from offices to 6 residential apartments,2020-03-02 00:00:00,2020-03-02 00:00:00,,,,,,,,,,2018-12-10,2020-02-15,
http://opendatacommunities.org/id/district-council/north-warwickshire,BFR033,"United Reform Church, Coleshill Road, Chapel End",https://www.northwarks.gov.uk/info/20027/development_control/1088/self_custom_build_and_brownfield_land_register,52.537463,-1.5227582,0.138,not owned by a public authority,permissioned,full planning permission,2019-02-05 00:00:00,http://planning.northwarks.gov.uk/portal/servlets/ApplicationSearchServlet,yes,6,6,,Conversion of Church into 6 residential units,2020-03-02 00:00:00,2020-03-02 00:00:00,,,,,,,,,,2018-12-10,2020-02-15,
http://opendatacommunities.org/id/district-council/north-warwickshire,BFR034,"12 Market Street, Polesworth",https://www.northwarks.gov.uk/info/20027/development_control/1088/self_custom_build_and_brownfield_land_register,52.616934,-1.6172065,0.976,not owned by a public authority,permissioned,full planning permission,2019-02-05 00:00:00,http://planning.northwarks.gov.uk/portal/servlets/ApplicationSearchServlet,yes,7,7,,"Retention of Public House, part change of use to provide 1 cottage, 5 new builds and 1 flat",2020-03-02 00:00:00,2020-03-02 00:00:00,,,,,,,,,,2018-12-10,2020-02-15,
http://opendatacommunities.org/id/district-council/north-warwickshire,BFR035,"110 Long Street, Atherstone",https://www.northwarks.gov.uk/info/20027/development_control/1088/self_custom_build_and_brownfield_land_register,52.577141,-1.5446842,0.1,not owned by a public authority,permissioned,full planning permission,2018-09-07 00:00:00,http://planning.northwarks.gov.uk/portal/servlets/ApplicationSearchServlet,yes,5,5,,Conversion of former bank to retain A2 unit at ground floor with 5 apartments,2020-03-02 00:00:00,2020-03-02 00:00:00,,,,,,,,,,2018-12-10,2020-02-15,
http://opendatacommunities.org/id/district-council/north-warwickshire,BFR036,"Angel Ale House, Church Street, Atherstone",https://www.northwarks.gov.uk/info/20027/development_control/1088/self_custom_build_and_brownfield_land_register,52.57858,-1.5473846,0.0308,not owned by a public authority,permissioned,full planning permission,2018-09-12 00:00:00,http://planning.northwarks.gov.uk/portal/servlets/ApplicationSearchServlet,yes,6,6,,Erection of 6 dwellings,2020-03-02 00:00:00,2020-03-02 00:00:00,,,,,,,,,,2018-12-10,2020-02-15,
http://opendatacommunities.org/id/district-council/north-warwickshire,BFR006,"Ex Police Station, Park Road, Coleshill",https://www.northwarks.gov.uk/info/20027/development_control/1088/self_custom_build_and_brownfield_land_register,52.497358,-1.711633,0.58,not owned by a public authority,permissioned,full planning permission,2016-10-12 00:00:00,http://planning.northwarks.gov.uk/portal/servlets/ApplicationSearchServlet,,16,16,,"Demolition of existing police station building. Construction of four storey (including basement) Care Home (use class C2), with associated car parking.",2018-12-10 00:00:00,2020-03-02 00:00:00,2020-03-02 00:00:00,,,,,,,,Site has been developed and is therefore no longer available,2018-12-10,2020-03-02,2020-03-02
http://opendatacommunities.org/id/district-council/north-warwickshire,BFR011,"1-7 Church Walk, Mancetter",https://www.northwarks.gov.uk/info/20027/development_control/1088/self_custom_build_and_brownfield_land_register,52.569358,-1.5314861,0.29,not owned by a public authority,permissioned,full planning permission,2014-08-22 00:00:00,http://planning.northwarks.gov.uk/portal/servlets/ApplicationSearchServlet,,20,20,,Demolition of block of 4 shops & 4 maisonettes & construction of 14 flats & 6 houses,2018-12-10 00:00:00,2020-03-02 00:00:00,2020-03-02 00:00:00,,,,,,,,Site has been developed and is therefore no longer available,2018-12-10,2020-03-02,2020-03-02
http://opendatacommunities.org/id/district-council/north-warwickshire,BFR021,"Atherstone College, Ratcliffe Road, Atherstone ",https://www.northwarks.gov.uk/info/20027/development_control/1088/self_custom_build_and_brownfield_land_register,52.578115,-1.5431541,0.19,owned by a public authority,permissioned,outline planning permission,2016-06-28 00:00:00,http://planning.northwarks.gov.uk/portal/servlets/ApplicationSearchServlet,,13,13,,Outline - Change of use of existing college to residential including conversion of existing building and erection of new block,2018-12-10 00:00:00,2020-03-02 00:00:00,2020-03-02 00:00:00,,,,,,,,Site has been developed and is therefore no longer available,2018-12-10,2020-03-02,2020-03-02
http://opendatacommunities.org/id/district-council/north-warwickshire,BFR025,"Clinic and Welfare Centre, Coventry Road, Kingbsury",https://www.northwarks.gov.uk/info/20027/development_control/1088/self_custom_build_and_brownfield_land_register,52.564561,-1.6814224,0.15,not owned by a public authority,permissioned,full planning permission,2017-03-07 00:00:00,http://planning.northwarks.gov.uk/portal/servlets/ApplicationSearchServlet,,6,6,,Erection of 6 dwellings on site formerly occupied by the Kingsbury Health Centre,2018-12-10 00:00:00,2020-03-02 00:00:00,2020-03-02 00:00:00,,,,,,,,Site has been developed and is therefore no longer available,2018-12-10,2020-03-02,2020-03-02
http://opendatacommunities.org/id/district-council/north-warwickshire,BFR026,"Bridge House, 80 Coleshill Road, Atherstone",https://www.northwarks.gov.uk/info/20027/development_control/1088/self_custom_build_and_brownfield_land_register,52.574105,-1.5501015,0.18,not owned by a public authority,permissioned,full planning permission,2011-04-12 00:00:00,http://planning.northwarks.gov.uk/portal/servlets/ApplicationSearchServlet,,14,14,,"Partial demolition of existing commercial premises and re-development with 14 dwellings, inc. erection of 7 new dwellings & conversion of retained existing buildings into 7 dwellings",2018-12-10 00:00:00,2020-03-02 00:00:00,2020-03-02 00:00:00,,,,,,,,Site has been developed and is therefore no longer available,2018-12-10,2020-03-02,2020-03-02
http://opendatacommunities.org/id/district-council/north-warwickshire,BFR028,"Corley Nurseries, Church Lane, Corley",https://www.northwarks.gov.uk/info/20027/development_control/1088/self_custom_build_and_brownfield_land_register,52.463666,-1.5627818,0.74,not owned by a public authority,permissioned,full planning permission,2015-10-05 00:00:00,http://planning.northwarks.gov.uk/portal/servlets/ApplicationSearchServlet,,17,17,,Residential development of 17 houses & bungalows,2018-12-10 00:00:00,2020-03-02 00:00:00,2020-03-02 00:00:00,,,,,,,,Site has been developed and is therefore no longer available,2018-12-10,2020-03-02,2020-03-02
