OrganisationURI,SiteReference,SiteNameAddress,SiteplanURL,GeoY,GeoX,Hectares,OwnershipStatus,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,Deliverable,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/unitary-authority/shropshire,14/00030/OUT,"""Davro Iron & Steel Co Ltd, Ridgewell Works, Stourbridge Road, Wootton, Bridgnorth, WV15 6ED""",https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,52.504397,-2.332442,1.02,Not owned by a public authority,Permissioned,Outline planning permission,2016-07-18,,Yes,11,11,,"""The site has the benefit of an Outline planning permission. | Part of the site is brownfield (Approx 70%) and part is greenfield (Approx 30%). | The brownfield element of the site is approximately 1.02ha, whilst the total site size is some 1.46ha. | It is anticipated that the brownfield component of the site has a capacity for approximately 11 dwellings, whilst the total site capacity is some 16 dwellings. | The site is considered deliverable. | The map shows the full extent of the site and not only the brownfield area.""",2017-12-22,2020-03-20,
http://opendatacommunities.org/id/unitary-authority/shropshire,14/01744/OUT,"""Old Station Yard, Brownlow Road, Ellesmere, Shropshire""",https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,52.909588,-2.899623,1.47,Not owned by a public authority,Pending decision,,,,Yes,58,58,,"""Outline Planning Permission 14/01744/OUT lapsed. | Outline Planning Application 18/01027/OUT pending decision for 58 dwellings.""",2017-12-22,2020-03-20,
http://opendatacommunities.org/id/unitary-authority/shropshire,14/02286/OUT,"""Shropshire Stone & Granite, Station Road, Baschurch, Shrewsbury, SY4 2BQ""",https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,52.797702,-2.847159,1.49,Not owned by a public authority,Permissioned,Reserved matters approval,2019-02-28,,Yes,29,29,,"""The site has the benefit of an Outline (14/02286/OUT) and Reserved Matters (17/02174/REM) Planning Permissions. | Part of the site is brownfield (Approx 60%) and part is greenfield (Approx 40%). | The brownfield element of the site is approximately 1.49ha, whilst the total site size is some 2.48ha. | It is anticipated that the brownfield component of the site has a capacity for approximately 29 dwellings, whilst the total site capacity is some 48 dwellings. | The site is considered deliverable. | The map shows the full extent of the site and not only the brownfield area.""",2017-12-22,2020-03-20,
http://opendatacommunities.org/id/unitary-authority/shropshire,14/02693/OUT,"""Shropshire Council Offices, Westgate, Bridgnorth, Shropshire, WV16 5AA""",https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,52.535818,-2.430874,0.96,Owned by a public authority,Pending decision,,,,Yes,40,50,,"""Outline Planning Permission (14/02693/OUT) pending decision for a residential development on a Council owned site. | Positive consultation is ongoing regarding the disposal of this site.""",2017-12-22,2020-03-20,
http://opendatacommunities.org/id/unitary-authority/shropshire,14/02846/OUT,"""Coach Depot, Fishmore Road, Ludlow, Shropshire, SY8 2LU""",https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,52.376118,-2.718272,0.42,Not owned by a public authority,Permissioned,Outline planning permission,2017-02-07,,Yes,20,20,,,2017-12-22,2020-03-20,
http://opendatacommunities.org/id/unitary-authority/shropshire,14/03091/OUT,"""Shropshire Building Supplies, New Road, Ludlow, Shropshire, SY8 2LS""",https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,52.373095,-2.717399,0.77,Not owned by a public authority,Not permissioned,,,,,26,26,,"""Outline Planning Permission (14/03091/OUT) lapsed.""",2017-12-22,2020-03-20,
http://opendatacommunities.org/id/unitary-authority/shropshire,14/03475/OUT,"""Salop Music Centre, St Michaels Street, Shrewsbury, Shropshire, SY1 2DE""",https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,52.715984,-2.74807,0.31,Not owned by a public authority,Permissioned,Full planning permission,2018-10-18,,Yes,32,32,,"""Outline Planning Permission (14/03475/OUT) superseded. | Full Planning Permission (18/00501/FUL) granted for the demolition of existing buildings and construction of 32 dwellings.""",2017-12-22,2020-03-20,
http://opendatacommunities.org/id/unitary-authority/shropshire,14/03665/OUT,"""Garage Adjacent To The Last Inn, Hengoed, Shropshire""",https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,52.900519,-3.066758,0.65,Not owned by a public authority,Permissioned,Outline planning permission,2017-05-09,,Yes,16,16,,,2020-03-20,2020-03-20,
http://opendatacommunities.org/id/unitary-authority/shropshire,14/04383/FUL,"""Princess House, The Square, Shrewsbury, Shropshire""",https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,52.707394,-2.7539,0.22,Not owned by a public authority,Not permissioned,,,,,50,50,,"""Full Planning Permission (14/04383/FUL) lapsed.""",2017-12-22,2020-03-20,
http://opendatacommunities.org/id/unitary-authority/shropshire,14/04772/OUT,"""Land North Of Robin Hill, Lower Road, Myddle, Shropshire""",https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,52.809619,-2.783351,0.48,Not owned by a public authority,Permissioned,Outline planning permission,2018-01-26,,Yes,4,4,,"""Outline Planning Permission (14/04772/OUT) superseded. | Full Planning Permission (17/05164/FUL) granted for the demolition of existing buildings and construction of 4 dwellings and an office building.",2017-12-22,2020-03-20,
http://opendatacommunities.org/id/unitary-authority/shropshire,14/04891/OUT,"""Rosewood Pet Products Ltd, 45 Coalport Road, Broseley, Shropshire, TF12 5AN""",https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,52.610567,-2.469803,0.65,Not owned by a public authority,Permissioned,Outline planning permission,2015-09-08,,Yes,21,21,,,2017-12-22,2020-03-20,
http://opendatacommunities.org/id/unitary-authority/shropshire,14/04926/OUT,"""Land Adjoining Towers Lawn, Market Drayton, Shropshire, TF9 3AA""",https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,52.906581,-2.48482,0.21,Not owned by a public authority,Permissioned,Full planning permission,2018-10-22,,Yes,12,12,,"""Planning Permission 14/04926/OUT superseded by Planning Permission 18/01934/FUL granted on the 22/10/2018 for 12 dwellings.""",2017-12-22,2020-03-20,
http://opendatacommunities.org/id/unitary-authority/shropshire,15/00415/OUT,"""Land At 18 Dutton Close, Stoke Heath, Market Drayton, Shropshire, TF9 2JN""",https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,52.865059,-2.527183,0.19,Not owned by a public authority,Permissioned,Outline planning permission,2016-02-05,,Yes,9,9,,"""The site has the benefit of an Outline planning permission. | Part of the site is brownfield (Approx 25%) and part is greenfield (Approx 75%). | The brownfield element of the site is approximately 0.19ha, whilst the total site size is some 0.76ha. | It is anticipated that the brownfield component of the site has a capacity for approximately 9 dwellings, whilst the total site capacity is some 25 dwellings. | The site is considered deliverable. | The map shows the full extent of the site and not only the brownfield area.""",2017-12-22,2020-03-20,
http://opendatacommunities.org/id/unitary-authority/shropshire,15/00949/FUL,"""Ludford House, Overton Road, Ludford, Ludlow, SY8 1PJ""",https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,52.362426,-2.717346,0.25,Not owned by a public authority,Permissioned,Full planning permission,2016-05-09,,Yes,7,7,,,2017-12-22,2020-03-20,
http://opendatacommunities.org/id/unitary-authority/shropshire,15/01786/FUL,"""Prospect House, Belle Vue Road, Shrewsbury, Shropshire, SY3 7NR""",https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,52.701892,-2.745136,0.45,Not owned by a public authority,Permissioned,Full planning permission,2016-04-12,,,,,,"""Development completed.""",2017-12-22,2020-03-20,2020-03-20
http://opendatacommunities.org/id/unitary-authority/shropshire,15/02536/FUL,"""36 Castle Street, Shrewsbury, Shropshire, SY1 2BW""",https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,52.709314,-2.751572,0.01,Not owned by a public authority,Permissioned,Full planning permission,2015-10-02,,Yes,5,5,,,2017-12-22,2020-03-20,
http://opendatacommunities.org/id/unitary-authority/shropshire,15/02552/FUL,"""4 King Street, Ludlow, Shropshire, SY8 1AQ""",https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,52.367953,-2.718581,0.03,Not owned by a public authority,Permissioned,Full planning permission,2015-11-02,,Yes,6,6,,,2017-12-22,2020-03-20,
http://opendatacommunities.org/id/unitary-authority/shropshire,15/03969/OUT,"""Stoke Heath Camp, Warrant Road, Stoke Heath, Shropshire""",https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,52.859233,-2.532887,3.7,Not owned by a public authority,Permissioned,Outline planning permission,2016-05-25,,Yes,26,26,,"""The site has the benefit of an Outline planning permission. | Part of the site is brownfield (Approx 75%) and part is greenfield (Approx 25%). | The brownfield element of the site is approximately 3.70ha, whilst the total site size is some 5.08ha. | It is anticipated that the brownfield component of the site has a capacity for approximately 26 dwellings, whilst the total site capacity is some 38 dwellings. | The site is considered deliverable. | The map shows the full extent of the site and not only the brownfield area.""",2017-12-22,2020-03-20,
http://opendatacommunities.org/id/unitary-authority/shropshire,15/04613/REM,"""Land North Of The Miners Arms, Morda Bank, Morda, Shropshire""",https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,52.843278,-3.058914,0.04,Not owned by a public authority,Permissioned,Outline planning permission,2019-12-02,,Yes,3,3,,"""Part of the site is brownfield (Approx 25%) and part is greenfield (Approx 75%). | The brownfield element of the site is approximately 0.04ha, whilst the total site size is some 0.19ha. | Outline Planning Permission (12/05181/OUT) and Reserved Matters Planning Permission (15/04613/REM) related to a different site area and have since lapsed. | A subsequent Outline Planning Permission (17/05237/OUT) has been granted and an associated Reserved Matters Application (20/00576/REM) is pending decision. | The development involves the creation of 8 apartments, referencing the land split, approximately 3 of these apartments are located on the brownfield element of the site. | The site is considered deliverable.  | The map shows the full extent of the site and not only the brownfield area.""",2017-12-22,2020-03-20,
http://opendatacommunities.org/id/unitary-authority/shropshire,15/05307/REM,"""Gro Continental Ltd, Heathwood Road, Higher Heath, Whitchurch""",https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,52.918699,-2.648248,4.6,Not owned by a public authority,Permissioned,Reserved matters approval,2017-01-06,,Yes,115,115,,,2017-12-22,2020-03-20,
http://opendatacommunities.org/id/unitary-authority/shropshire,15/05357/OUT,"""Former Central Garage, Kidderminster Road, Alveley, Shropshire, WV15 6LL""",https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,52.461576,-2.342875,0.66,Not owned by a public authority,Permissioned,Full planning permission,2019-03-21,,Yes,24,24,,Outline Planning Permission (15/05357/OUT) superseded. | Full Planning Permission (18/01358/FUL) granted for demolition of existing buildings and construction of 24 dwellings.,2017-12-22,2020-03-20,
http://opendatacommunities.org/id/unitary-authority/shropshire,16/00725/FUL,"""Mytton Mill, Forton Heath, Montford Bridge, Shrewsbury, SY4 1HA""",https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,52.752347,-2.830593,0.46,Not owned by a public authority,Permissioned,Full planning permission,2017-02-28,,Yes,10,10,,"""The site has the benefit of a Full planning permission. | Part of the site is brownfield (Approx 10%) and part is greenfield (Approx 90%). | The brownfield element of the site is approximately 0.46ha, whilst the total site size is some 4.62ha. | It is anticipated that the brownfield component of the site has a capacity for approximately 10 dwellings, whilst the total site capacity is some 12 dwellings. | The site is considered deliverable. | The map shows the full extent of the site and not only the brownfield area.""",2017-12-22,2020-03-20,
http://opendatacommunities.org/id/unitary-authority/shropshire,16/00761/FUL,"""Harvest House, Portcullis Lane, Ludlow, Shropshire, SY8 1PZ""",https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,52.370401,-2.716983,0.36,Not owned by a public authority,Permissioned,Full planning permission,2016-10-11,,Yes,11,11,,,2017-12-22,2020-03-20,
http://opendatacommunities.org/id/unitary-authority/shropshire,16/00902/REM,"""Land Including Storage Buildings/Offices, Argoed Road, Kinnerley, Oswestry, Shropshire, SY10 8DH""",https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,52.778287,-2.983651,0.88,Not owned by a public authority,Permissioned,Reserved matters approval,2016-06-17,,Yes,18,18,,,2017-12-22,2020-03-20,
http://opendatacommunities.org/id/unitary-authority/shropshire,16/01651/OUT,"""Land Off Washford Road, Shrewsbury, Shropshire""",https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,52.690634,-2.767576,0.23,Not owned by a public authority,Permissioned,Full planning permission,2018-06-12,,Yes,7,7,,Outline Planning Permission (16/01651/OUT) superseded. | Full Planning Permission (18/00268/FUL) granted for demolition of existing buildings and construction of 7 dwellings.,2017-12-22,2020-03-20,
http://opendatacommunities.org/id/unitary-authority/shropshire,16/02684/FUL,"""Land At 67 Mytton Oak Road, Shrewsbury, SY3 8UQ""",https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,52.706613,-2.786458,0.17,Not owned by a public authority,Permissioned,Full planning permission,2016-12-15,,,,,,"""Development completed.""",2017-12-22,2020-03-20,2020-03-20
http://opendatacommunities.org/id/unitary-authority/shropshire,16/03096/OUT,"""Land at Fishmore Road, Ludlow""",https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,52.375324,-2.717551,2.14,Not owned by a public authority,Not permissioned,,,,,74,74,,"""Outline Planning Permission previously granted on the 2011-12-21 (10/02056/OUT) for 94 dwellings. The application subsequently lapsed.|Outline Planning Application pending consideration (16/03096/OUT) for 74 dwellings.""",2017-12-22,2020-03-20,
http://opendatacommunities.org/id/unitary-authority/shropshire,16/03659/FUL,"""Holland Broadbridge Agriculture House, 5 Barker Street, Shrewsbury, SY1 1QJ""",https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,52.708116,-2.757447,0.04,Not owned by a public authority,Permissioned,Full planning permission,2017-02-27,,Yes,10,10,,,2017-12-22,2020-03-20,
http://opendatacommunities.org/id/unitary-authority/shropshire,16/04032/FUL,"""9 Tower Street, Ludlow, SY8 1RL""",https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,52.368459,-2.716593,0.05,Not owned by a public authority,Permissioned,Full planning permission,2017-04-13,,Yes,10,10,,,2020-03-20,2020-03-20,
http://opendatacommunities.org/id/unitary-authority/shropshire,16/04426/FUL,"""The Smithfield Hotel, 1 Salop Road, Oswestry, SY11 2NR""",https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,52.858916,-3.053411,0.05,Not owned by a public authority,Permissioned,Full planning permission,2017-03-14,,Yes,7,7,,,2017-12-22,2020-03-20,
http://opendatacommunities.org/id/unitary-authority/shropshire,16/04460/FUL,"""5 Mill Street, Whitchurch, Shropshire, SY13 1SE""",https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,52.968227,-2.684624,0.06,Not owned by a public authority,Permissioned,Full planning permission,2018-12-14,,Yes,8,8,,"""Full Planning Permission (18/05838/FUL) granted for 8 dwellings.| The site is approximately 66% brownfield and 34% greenfield, however all of the dwellings proposed are on the bronwfield element of the site. | The total site site is some 0.09ha. | The site is considered deliverable. | The map shows the full extent of the site and not only the brownfield area.""",2020-03-20,2020-03-20,
http://opendatacommunities.org/id/unitary-authority/shropshire,16/04846/FUL,"""Land At Former Garage Site, Manor Place, Higher Heath, Whitchurch, Shropshire""",https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,52.913548,-2.652109,0.14,Not owned by a public authority,Permissioned,Full planning permission,2017-02-08,,,,,,"""Development completed.""",2017-12-22,2020-03-20,2020-03-20
http://opendatacommunities.org/id/unitary-authority/shropshire,16/05797/FUL,"""Former Shelton Hospital, Welshpool Road, Bicton Heath, Shrewsbury, Shropshire""",https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,52.712505,-2.799901,0.07,Not owned by a public authority,Permissioned,Full planning permission,2017-05-02,,Yes,12,12,,,2020-03-20,2020-03-20,
http://opendatacommunities.org/id/unitary-authority/shropshire,17/00489/FUL,"""Herald Printers, Newtown, Whitchurch, SY13 1BH""",https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,52.969046,-2.685983,0.1,Not owned by a public authority,Permissioned,Full planning permission,2017-06-06,,Yes,9,9,,,2020-03-20,2020-03-20,
http://opendatacommunities.org/id/unitary-authority/shropshire,17/00821/REM,"""Radbrook Centre, Radbrook Road, Shrewsbury, Shropshire, SY3 9BJ""",https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,52.700732,-2.780311,1.62,Not owned by a public authority,Permissioned,Reserved matters approval,2017-09-11,,Yes,65,65,,"""Outline Planning Permission (15/00491/OUT) and Reserved Matters Permission (17/00821/REM) granted for 104 dwellings. | The site is approximately 40% brownfield and 60% greenfield. | The majority of the proposed dwellings (around 65 of the 104) are located on the brownfield element of the site. | The total site site is some 4.11ha. | The site is considered deliverable. | The map shows the full extent of the site and not only the brownfield area.""",2020-03-20,2020-03-20,
