1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,Unnamed: 28
http://opendatacommunities.org/id/district-council/corby,Corby Borough Council,BFR C26,,"Parkland Gateway, George Street, Corby, NN17 1QG",http://www.nnjpdu.org.uk/site/assets/files/1416/bfr_c26.pdf,OSGB36,488000.75,288724.53,0.701286,owned by a public authority,,not permissioned,,,,,80,,,,80,80,,,"Site previously assessed through SHLAA as site 2037.

The site was previously been subject to a bid to the HCA for Starter Homes funding and it was assumed that 40 dwellings could be delivered on the site. However, as part of an urban design review, consideration was also made of higher densities (flats) being deployed on site and assuming 100dph an alternative yield of 63 dwellings has been assumed.",2016-06-30 00:00:00,2018-12-17 00:00:00,Y
http://opendatacommunities.org/id/district-council/corby,Corby Borough Council,BFR C27,,"Kingswood School, Gainsborough Road, Corby, NN18 9NQ",http://www.nnjpdu.org.uk/site/assets/files/1416/bfr_c27-1.pdf,OSGB36,486108.26,287407.74,1.66549,owned by a public authority,,permissioned,full planning permission,2016-12-22 00:00:00,"16/00170/DPA  13/00241/OUT  

http://bit.ly/2mOyEOF ",,131,"Erection of up to 131 no. dwellings, provision of open space and works.",,,131,131,,"Site is under construction at November 2017 pursuant to extant permission (12 dwellings completed to date, 10 starts). At March 2018, 57 completions.",,2016-06-30 00:00:00,2018-12-17 00:00:00,Y
http://opendatacommunities.org/id/district-council/kettering,Kettering Borough Council,BFR K2,,"Scott Road Garages, Scott Road, Kettering, NN16 9JY",http://www.nnjpdu.org.uk/site/assets/files/1416/bfr_k2.pdf,OSGB36,487396.51,280288.78,0.427951,owned by a public authority,,pending decision,,,At Planning Policy Committee on 05.09.17 it was agreed to designate this site as a draft housing allocation in the draft Part 2 Local plan for consultation with a potential yield of 25 dwellings. Potential housing allocation in Kettering Borough Council's Part 2 Local Plan. This site was included in the Draft Plan when it went to consultation in Summer 2018. Since this time a planning application (KET/2018/0799) for 22 dwellings has been received.  The target decision date for this application is 23rd January 2019 .                                                        .  https://www.kettering.gov.uk/planningApplication/128345 ,,25,,,,12,25,,"A sewer easement crosses the site.
","Previously assessed through SHLAA as site 705.

Council owned site. Preference would be for affordable housing on site.

Different dwelling capaciites have been calculated for the site dependent on potential densities to be applied (taking account of the surrounding area). These entail either 17 houses at 50dph or 12 houses at 35 dph and these values take account (exclude) an area of the site under which a sewer easement runs. ",2016-06-30 00:00:00,2018-12-04 00:00:00,Y
http://opendatacommunities.org/id/district-council/kettering,Kettering Borough Council,BFR K3,,"Kettering Football Club, Rockingham Road, Kettering, NN16 9EU",http://www.nnjpdu.org.uk/site/assets/files/1416/bfr_k3-1.pdf,OSGB36,486593.37,279982.45,1.62302,not owned by a public authority,,pending decision,,,"At Planning Policy Committee on 05.09.17 it was agreed to designate this site as a draft housing allocation in the draft Part 2 Local plan for consultation with a potential yield of 88 dwellings. An application of Prior Nofication of Demolition has been received for the site, (ref. KET/2017/0761) and this has been since undertaken.  This site was included in the Draft Plan when it went to consultation in Summer 2018. Since this time a planning application for 49 dwellings (KET/2018/0519)  has been received. The target decision date for this application is 21st December 2018.  https://www.kettering.gov.uk/planningApplication/128083",,88,,,,88,88,,"Previously assessed through SHLAA as site 732.

http://www.nnjpu.org.uk/publications/docdetail.asp?docid=1323","Privately owned site with a landowner keen to redevelop.

Former stadium of Kettering Town Football Club. Site has not been used for footballing purposes for a number of years. Stadium demolished in 2017.",2016-06-30 00:00:00,2018-12-04 00:00:00,Y
http://opendatacommunities.org/id/district-council/kettering,Kettering Borough Council,BFR K8,,"Land At Rothwell Town Football Club, Cecil Street, Rothwell, NN14 6EZ",http://www.nnjpdu.org.uk/site/assets/files/1416/bfr_k8.pdf,OSGB36,481629.76,281514.83,1.60445,not owned by a public authority,,permissioned,full planning permission,2014-11-27 00:00:00,"KET/2014/0233

http://www.kettering.gov.uk/planningApplication?thisWeek=0&appNumber=KET%2F2014%2F0233&submit=Go",,80,KET/2014/0233 - 80 no. dwellings with associated infrastructure. Site under construction.,,,80,80,,"Previously assessed through SHLAA as site 1027.

http://www.nnjpu.org.uk/publications/docdetail.asp?docid=1323",,2016-06-30 00:00:00,2017-12-31 00:00:00,Y
http://opendatacommunities.org/id/district-council/kettering,Kettering Borough Council,BFR K15,,"Desborough Leisure Centre, Off Broadlands, Desborough, NN14 2YH",http://www.nnjpdu.org.uk/site/assets/files/1416/bfr_k15-1.pdf,OSGB36,481326.27,282839.22,3.41814,owned by a public authority,,permissioned,outline planning permission,2017-12-22 00:00:00,"Former Leisure Centre has been demolished. Site has been subject to an application for 304 dwellings (KET/2016/0044) albeit this was refused on 26/05/2016. An appeal was  lodged to this decision and the appeal was allowed granting outline planning permission on the site (APP/L2820/W/16/3162430). This site forms part of the planning application site, which extends further westwards towards Rothwell Road. 

Details are available here: https://www.kettering.gov.uk/planningApplication/122648",,46,KET/2016/0044 - Residential development up to 304 dwellings - Outline. Appeal allowed. (APP/L2820/W/16/3162430),,,46,46,,"Previously assessed through SHLAA as site 1165.

http://www.nnjpu.org.uk/publications/docdetail.asp?docid=1323

","For BFR assessment purposes it is assumed that development will only happen on the PDL element of site (and not the larger, wider site which includes extensive tracts of Greenfield). To derive these estimates it has been calculated that only 30% of the wider site is PDL so 70% of the overall site has been discounted for development, hence the minimum figure propsed of 46 net dwellings used.",2016-06-30 00:00:00,2018-12-04 00:00:00,Y
http://opendatacommunities.org/id/district-council/kettering,Kettering Borough Council,BFR K17,,"Land At Bosworth's Nursery And Garden Centre, Finedon Road, Burton Latimer, NN15 5QA",http://www.nnjpdu.org.uk/site/assets/files/1416/bfr_k17.pdf,OSGB36,489519.82,273939.83,2.721,not owned by a public authority,,permissioned,reserved matters approval,2018-06-08 00:00:00,"KET/2016/0883 - Reserved Matters approved 08.06.2018
https://www.kettering.gov.uk/planningApplication/124735 ",,69,"KET/2013/0750 - Residential development for up to 69 no. dwellings with access.

KET/2016/0883 - Reserved matters approved 08.06.2018                                                    ",,,69,69,,"Previously assessed through SHLAA as site 2185.

http://www.nnjpu.org.uk/publications/docdetail.asp?docid=1323",,2016-06-30 00:00:00,2018-12-04 00:00:00,Y
http://opendatacommunities.org/id/district-council/kettering,Kettering Borough Council,BFR K24,,"Rothwell Town FC, Cambridge Street, Rothwell, NN14 6HA",http://www.nnjpdu.org.uk/site/assets/files/1416/bfr_k24.pdf,OSGB36,481657.55,281572.79,0.3934,not owned by a public authority,,not permissioned,,,,,16,,,,16,16,,,"See County Council map for additional details on features which may affect site:

http://maps.northamptonshire.gov.uk/  ",2016-06-30 00:00:00,2017-12-31 00:00:00,Y
http://opendatacommunities.org/id/district-council/kettering,Kettering Borough Council,BFR K30,,"Rockingham Dene, Rockingham Road, Kettering, NN16 9JW",http://www.nnjpdu.org.uk/site/assets/files/1416/bfr_k30.pdf,OSGB36,486328.68,280418.86,0.44078,owned by a public authority,,not permissioned,,,"Outline consent for 9 dwellings exists on the land adjacent to this site (KET/2015/0220) but BFR K30 itself has no extant permission. Approval of reserved matters on the same land was approved 08/06/2018 (KET/2018/0257).

Site was previously occupied by a Children's Care Home which closed in July 2002 and was demolished thereafter. 

Site was subject to a previous application for 28 dwellings (KET/2007/0990) which Committee resolved to grant permission for (subject to S.106) albeit this was never completed and the application was disposed of by the Council in September 2012.

Details are available here:  https://www.kettering.gov.uk/planningApplication/127806",,9,,,,9,9,,Tree Preservation Orders exist on the site (TPO 2008 No6).,"See County Council map for additional details on features which may affect site:

http://maps.northamptonshire.gov.uk/  ",2016-06-30 00:00:00,2018-12-04 00:00:00,Y
http://opendatacommunities.org/id/district-council/wellingborough,Borough Council of Wellingborough,BFR W10,,"Former Swimming Baths, Croyland Road, Wellingborough, NN8 2JY",http://www.nnjpdu.org.uk/site/assets/files/1416/bfr_w10.pdf,OSGB36,488794.33,267310.05,0.736844,owned by a public authority,,permissioned,outline planning permission,2018-08-01 00:00:00,WP/18/00153/OUT for a residential development of 19 dwellings permitted  1.08.2018          ,,19,"WP/18/00153/OUT- Outline application for residential development for 19 dwellings. Access, layout and scale to be determined at this stage.",,,19- Taken from Planning Permission- Was 30,30,,"See County Council map for additional details on features which may affect site:

http://maps.northamptonshire.gov.uk/  ",Previously assessed through SHLAA as site 873,2016-06-30 00:00:00,2018-12-07 00:00:00,Y
http://opendatacommunities.org/id/district-council/wellingborough,Borough Council of Wellingborough,BFR W12,,"Rear Of 3 Princess Way, Wellingborough, NN8 2HD",http://www.nnjpdu.org.uk/site/assets/files/1416/bfr_w12.pdf,OSGB36,488274.32,266723.45,0.375162,not owned by a public authority,,not permissioned,,,,,6,,,,6,6,,"See County Council map for additional details on features which may affect site:

http://maps.northamptonshire.gov.uk/  ",Previously assessed through SHLAA as site 881,2016-06-30 00:00:00,2018-12-07 00:00:00,Y
http://opendatacommunities.org/id/district-council/wellingborough,Borough Council of Wellingborough,BFR W15,,"George Cox Shoes, Westfield Road, Wellingborough, NN8 3JR",http://www.nnjpdu.org.uk/site/assets/files/1416/bfr_w15.pdf,OSGB36,488406.05,267919.85,0.549354,not owned by a public authority,,permissioned,full planning permission,"2017-05-02
2017-06-06","WP/16/00375/FUL 
WP/16/00492/FUL

http://bit.ly/2rl6MY7",,76,"WP/16/00375/FUL - Demolition of existing buildings and erection of 45 Retirement Living Apartments for the elderly (category ll type accommodation), including communal facilities, landscaping and car parking. Approved 02/05/2017. Site completed

WP/16/00492/FUL - Demolition of existing buildings and erection of 31 apartments with landscaped grounds and car/cycle parking. Designed to work in conjunction with the adjacent retirement living scheme to the north. Approved 06/06/2017. Site currently under construction.",,,31,76,,"Part of the site for 45 Retirement flats was completed this year, the other part for 31 apartments is currently under construction.","Previously assessed through SHLAA as site 893. 

",2016-06-30 00:00:00,2018-12-07 00:00:00,Y
http://opendatacommunities.org/id/district-council/wellingborough,Borough Council of Wellingborough,BFR W19,,"Reddens Scrap Yard, Leys Road / Highfield Road, Wellingborough, NN8 1PL",http://www.nnjpdu.org.uk/site/assets/files/1416/bfr_w19.pdf,OSGB36,489738.89,268548.97,1.13853,not owned by a public authority,,not permissioned,,,The site is included in the Plan for the Borough of Wellingborough under site specific policy site 7.  No new applications have been received. ,,40,,,,40,40,,,Previously assessed through SHLAA as site 898.,2016-06-30 00:00:00,2018-12-07 00:00:00,Y
http://opendatacommunities.org/id/district-council/wellingborough,Borough Council of Wellingborough,BFR W28,,"Car Park And Others, High Street/Jackson Lane, Wellingborough, NN8 4JJ",http://www.nnjpdu.org.uk/site/assets/files/1416/bfr_w28-1.pdf,OSGB36,488882.73,267926.53,3.12237,owned by a public authority,,not permissioned,,,"Site is currently subject to a planning application for redevelopment of the existing car park for 114 houses, apartments and car parking (WP/14/00175/FUL). The proposal was approved at planning committee subject to S106. ",,114,"WP/14/00175/FUL- Demolition of existing building at 48 West St and redevelopment of part of car park on High Street, Wellingborough for 114 dwellings consisting of 85 houses, 29 apartments, roads, car parking, landscaping and boundary treatments. ",,,114,114,,"Development here would support Town centre regeneration. 
The site is a long term site allocation in both the Adopted TCAAP and in the emerging Plan for the Borough of Wellingborough as Policy site TC9.
",Allocated as Site C in the 2009 Wellingborough Town Centre Area Action Plan          Allocated as policy site TC9 in the Plan for the Borough of Wellingborough which is aiming to be adopted by the council in February 2019.,2016-06-30 00:00:00,2018-12-07 00:00:00,Y
http://opendatacommunities.org/id/district-council/wellingborough,Borough Council of Wellingborough,BFR W30,,"Former Post Office Sorting Office, Midland Road, Wellingborough, NN8 1DW",http://www.nnjpdu.org.uk/site/assets/files/1416/bfr_w30.pdf,OSGB36,489353.2,267916.62,0.453093,not owned by a public authority,,not permissioned,,,Site was subject to application for 73 apartments in 2007 but this was subsequently withdrawn (WP/2007/0435). No further planning applications received. Allocated in the Part 2 local plan for predominantly residential use in Policy TC 9.,,23,Part 2 Plan assums 23 dws as part of a mixed use scheme,retail on ground floor,,23,73,,The Post Office has now moved out of the site leaving the whole site vacant.,Allocated as Site I in the 2009 Wellingborough Town Centre Area Action Plan,2016-06-30 00:00:00,2018-12-07 00:00:00,Y
http://opendatacommunities.org/id/district-council/wellingborough,Borough Council of Wellingborough,BFR W32,,"East Of Eastfield Road, Wellingborough, NN8 1RJ",http://www.nnjpdu.org.uk/site/assets/files/1416/bfr_w32.pdf,OSGB36,490181.41,268930.89,10.8758,not owned by a public authority,,not permissioned,,,The site is allocated in the Part 2 local plan -  Policy Site 6,,75,,,,75,75,,The site is included in the Plan for the Borough of Wellingborough under site specific policy site  6. The site was part of a larger allocation in the previous local plan under Policy U20. The majority of that site has now been developed this section remains undeveloped.,,2016-06-30 00:00:00,2018-12-07 00:00:00,Y
http://opendatacommunities.org/id/district-council/wellingborough,Borough Council of Wellingborough,BFR W36,,"Land Between Number 33 And 67, Milner Road, Finedon, NN9 5LW",http://www.nnjpdu.org.uk/site/assets/files/1416/bfr_w36.pdf,OSGB36,491989.85,271644.52,1.38846,not owned by a public authority,,permissioned,full planning permission,2017-06-01 00:00:00,"WP/17/00118/FUL

http://bit.ly/2rl6MY7",,50,WP/17/00118/FUL - New residential development to provide 50 dwellings on vacant site . Part of a larger allocation in the Plan for the Borough of Wellingborough - Policy Site 8,,,50,50,,Vacant site,"Site formerly identified as Saved Local Plan Allocation FN2 (Milner Road) from the 2007 Local Plan for Wellingborough (30 dwellings). 



",2016-06-30 00:00:00,2018-12-07 00:00:00,Y
http://opendatacommunities.org/id/district-council/wellingborough,Borough Council of Wellingborough,BFR W42,,"Site G TCAAP - Alma St/Cambridge Street Backlands, Cambridge Street, Wellingborough, NN8 4DJ",http://www.nnjpdu.org.uk/site/assets/files/1416/bfr_w42.pdf,OSGB36,489355.11,268063.18,0.829819,not owned by a public authority,,not permissioned,,"2015-04-29
2015-04-29
2017-01-13
","Part of the site has planning permission, most does not.  The site was allocated in the TCCAP - Policy PS6. The part which remains undeveloped in allocated in the Plan for the Borough of Wellingborough - Policy TC10. Part of the site is owned by the Borough Council of Wellingborough. WP/15/00092/FUL
WP/15/00094/FUL
WP/16/00682/FUL

http://bit.ly/2rl6MY7",,33,"WP/15/0092/FUL - Erection of a terrace of five 2-storey houses with room in the roof and associated works. 

WP/15/00094/FUL - Conversion of upper floor to 5 self-contained residential units and the change of use of ground floor from D2 use class to D1 use class (non-residential Community Centre). Associated external alterations to the building. 

WP/16/00682/FUL  - Conversion of ground and lower floors of former Working Mens Club to form four two-bed and one one-bed flats. ADDITIONAL BIN STORAGE (this permission partially supersedes 
WP/15/00094/FUL)",,,33,50,,"The five dwelling units pursuant to WP/15/00092/FUL were completed in June 2016 and are located at the rear of the working mens club. 

The 5 self-contained residential units pursuant to WP/15/00094/FUL were completed in September 2016.

Works relating to WP/16/00682/FUL commenced in August 2017.  ",,2016-06-30 00:00:00,2018-12-07 00:00:00,Y
