OrganisationURI,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate
http://opendatacommunities.org/id/district-council/amber-valley,Amber Valley,BFLR0024,,Land West of Old Coppice Side Heanor,http://info.ambervalley.gov.uk/maps/brownfieldmap.html?lat=53.0047326278&lng=-1.356408232,ETRS89,53.004733,-1.356408,0.93,owned by a public authority,yes,permissioned,full planning permission,2016-12-21,https://www.ambervalley.gov.uk/planning/development-management/view-a-planning-application?appNumber=AVA-2016-0729,,30,Erection of 30 dwellings,,,,,,,,2017-12-06,2019-03-31
http://opendatacommunities.org/id/districy-council/amber-valley,Amber Valley,BFLR0025,,Labour Club Lander Lane Belper,http://info.ambervalley.gov.uk/maps/brownfieldmap.html?lat=53.02399708&lng=-1.4776903346,ETRS89,53.023997,-1.47769,0.14,not owned by a public authority,,permissioned,full planning permission,2017-01-13,https://www.ambervalley.gov.uk/planning/development-management/view-a-planning-application?appNumber=AVA-2015-0338,,13,Demolition of former Labour Club buildings and erection of 13 dwellings,,,,,,,,2017-12-06,2019-03-31
http://opendatacommunities.org/id/district-council/amber-valley,Amber Valley,BFLR0026,,Land at 34 Greenhill Lane Leabrooks,http://info.ambervalley.gov.uk/maps/brownfieldmap.html?lat=53.0744499141&lng=-1.3743421891,ETRS89,53.07445,-1.374342,1.27,not owned by a public authority,yes,permissioned,full planning permission,2017-03-08,https://www.ambervalley.gov.uk/planning/development-management/view-a-planning-application?appNumber=AVA-2016-0530,,58,Proposed residential development of 58 dwellings,,,,,,,,2017-12-06,2019-03-31
http://opendatacommunities.org/id/district-council/amber-valley,Amber Valley,BFLR0027,,Land at Bullbridge Hill Ambergate,http://info.ambervalley.gov.uk/maps/brownfieldmap.html?lat=53.0661383088&lng=-1.4695395665,ETRS89,53.066138,-1.46954,8.2,not owned by a public authority,,permissioned,outline planning permission,2017-06-30,https://www.ambervalley.gov.uk/planning/development-management/view-a-planning-application?appNumber=AVA-2016-1030,,171,Outline planning permission for mixed use dvelopment,communitiy uses and public open space,,,,,,Residential emelent as part of a mixed use development,2017-12-06,2019-03-31
http://opendatacommunities.org/id/district-council/amber-valley,Amber Valley,BFLR0030,,Land adj 30 Cromford Road Langley Mill,http://info.ambervalley.gov.uk/maps/brownfieldmap.html?lat=53.016263292&lng=-1.3315081078,ETRS89,53.016263,-1.331508,3.49,not owned by a public authority,yes,permissioned,reserved matters approval,2017-11-07,https://www.ambervalley.gov.uk/planning/development-management/view-a-planning-application?appNumber=AVA-2017-0556,,87,"Reserved Matters submission for 92 dwellings on land off Amber Drive, Langley Mill together with access roads and open spaces incorporating public footpath (Not EIA Development)",,,,,,,,2017-12-06,2019-03-31
http://opendatacommunities.org/id/district-council/amber-valley,Amber Valley,BFLR0034,,All Saints Church Hall Site Moseley Street Ripley,http://info.ambervalley.gov.uk/maps/brownfieldmap.html?lat=53.0517432986&lng=-1.4077751188,ETRS89,53.051743,-1.407775,0.15,not owned by a public authority,yes,permissioned,outline planning permission,2018-07-27,https://www.ambervalley.gov.uk/planning/development-management/view-a-planning-application?appNumber=AVA-2017-0568,,10,Previously considered as a proposed housing allocation in the Local Plan,,,,,,,,2017-12-06,2019-03-31
http://opendatacommunities.org/id/district-council/amber-valley,Amber Valley,BFLR0035,,Duffield Depot Derby Road Duffield,http://info.ambervalley.gov.uk/maps/brownfieldmap.html?lat=52.9762072903&lng=-1.4832390315,ETRS89,52.976207,-1.483239,1.09,owned by a public authority,yes,permissioned,full planning permission,2018-05-04,https://www.ambervalley.gov.uk/planning/development-management/view-a-planning-application?appNumber=AVA-2016-1257,,16,Previously considered as a proposed housing allocation in the Local Plan,,,,,,,,2017-12-06,2019-03-31
http://opendatacommunities.org/id/district-council/amber-valley,Amber Valley,BFLR0039,,Former Anchor Inn Chesterfield Road Oakerthorpe,,ETRS89,53.092524,-1.4200391,1.19,not owned by a public authority,yes,permissioned,reserved matters approval,2018-10-19,https://www.ambervalley.gov.uk/planning/development-management/view-a-planning-application?appNumber=AVA-2018-0529,,14,14 proposed dwellings following outline consent AVA/2015/0914,,,,,,,The site is currently under construction,2019-03-31,2019-03-31
http://opendatacommunities.org/id/district-council/amber-valley,Amber Valley,BFLR0040,,Firs Works Car Park Spanker Lane Nether Heage,,ETRS89,53.052433,-1.4705293,0.9,not owned by a public authority,yes,permissioned,full planning permission,2019-01-18,https://www.ambervalley.gov.uk/planning/development-management/view-a-planning-application?appNumber=AVA-2017-0999,,30,redevelopment of former car park to accommodate 30 new dwellings,,,,,,,,2019-03-31,2019-03-31
http://opendatacommunities.org/id/district-council/amber-valley,Amber Valley,BFLR0041,,Newlands Inn Golden Valley Riddings,,ETRS89,53.057162,-1.3705984,0.7,not owned by a public authority,yes,permissioned,full planning permission,2019-01-18,https://www.ambervalley.gov.uk/planning/development-management/view-a-planning-application?appNumber=AVA-2017-1120,,19,Conversion of public house to 5 flats and construction of 14 new dwellings,,,,,,,,2019-03-31,2019-03-31
http://opendatacommunities.org/id/district-council/amber-valley,Amber Valley,BFLR0042,,Firs Works Spanker Lane Nether Heage,,ETRS89,53.050247,-1.4693044,10.9,not owned by a public authority,yes,pending decision,outline planning permission,2019-03-11,https://www.ambervalley.gov.uk/planning/development-management/view-a-planning-application?appNumber=AVA-2018-0895,,175,"development of up to 175 dwellings, community hall and public open space.",community hall,,,,,,,2019-03-31,2019-03-31
http://opendatacommunities.org/id/district-council/amber-valley,Amber Valley,BFLR0043,,Land west of Aeromatic Co Ltd Derby Road Marehay,,ETRS89,53.031907,-1.40942,1.26,not owned by a public authority,yes,permissioned,outline planning permission,2019-03-05,https://www.ambervalley.gov.uk/planning/development-management/view-a-planning-application?appNumber=AVA-2017-1264,,45,residential development for around 45 dwellings,,,,,,,,2019-03-31,2019-03-31
