OrganisationURI,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate,Source
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,17/00260/FUL,,"55, Bensham Grove",http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OK0OWYJLM5X00,ETRS89,51.40578128,-0.101427608,0.08,not owned by a public authority,yes,permissioned,full planning permission,2017-03-17,http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OK0OWYJLM5X00,,9,Demolition of existing buildings:  erection of three storey building comprising 5 one bedroom and 4 two bedroom flats: formation of vehicular access and provision of associated off-street parking ; provision of traffic-light system to vehicle access ; provision of refuse storage and cycle storage ; provision of associated landscaping and boundary treatment (amended description),,,9,,,http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OK0OWYJLM5X00,,2018-11-30,2019-12-23,London Development Database
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,17/00687/FUL,,"4, Rectory Park",http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OL3XM9JLMX800,ETRS89,51.33315554,-0.083211488,0.07,not owned by a public authority,yes,permissioned,full planning permission,2017-06-23,http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OL3XM9JLMX800,,5,"Demolition of existing building  and erection of a  two-storey building comprising  6 x 2 bedroom flats, with accommodation of roof level, provision of associated vehicular access and provision of associated  parking spaces, cycle storage and refuse store",,,5,,,http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OL3XM9JLMX800,,2018-11-30,2019-12-23,London Development Database
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,17/02077/FUL,,"106-108, High Street",http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OOWTBZJLHW500,ETRS89,51.37009528,-0.100146074,0.02,not owned by a public authority,yes,permissioned,full planning permission,2017-06-22,http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OOWTBZJLHW500,,6,"Alterations ;  Alterations to shopfront ; Erection of security control gate fronting High Street ;  Erection of three storey rear extension at ground, first, second floors to form 2 x 2 bedroom flats and 2 x 1 bedroom flats ; Erection of roof extension to form third and fourth floors to form 2 x 1 bedroom duplex flats ; Extension to basement at rear ; provision of associated refuse and cycle storage storage (amended description)",,,6,,,http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OOWTBZJLHW500,,2018-11-30,2019-12-23,London Development Database
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,16/06273/FUL,,"Garages R/O 126-130, Coldharbour Road",http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OI2Y03JLL0700,ETRS89,51.36125812,-0.117030767,0.08,owned by a public authority,yes,permissioned,full planning permission,2017-06-01,http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OI2Y03JLL0700,,8,Demolition of garages and erection of a two-storey building comprising 4 one bedroom and 4 two bedroom flats together with landscaping and other associated works,,,8,,,http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OI2Y03JLL0700,,2018-11-30,2019-12-23,London Development Database
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,16/06275/FUL,,"Garages South East Of, Eagle Hill",http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OI2ZEQJLL0C00,ETRS89,51.41997357,-0.091030507,0.07,owned by a public authority,yes,permissioned,full planning permission,2017-06-01,http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OI2ZEQJLL0C00,,8,Demolition of garages and erection of a two-storey building comprising 4 one bedroom and 4 two bedroom flats together with landscaping and other associated works.,,,8,,,http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OI2ZEQJLL0C00,,2018-11-30,2019-12-23,London Development Database
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,17/00484/FUL,,"1, Duppas Hill Terrace",http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OKLSUQJLMKN00,ETRS89,51.36827211,-0.1069595,0.07,not owned by a public authority,yes,permissioned,full planning permission,2017-08-24,http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OKLSUQJLMKN00,,8,"Demolition of existing dwelling: erection of two/three storey building with accommodation in roofspace comprising 1 one bedroom, 7 two bedroom and 1 three bedroom flat:
provision of access drive and associated parking",,,8,,,http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OKLSUQJLMKN00,,2018-11-30,2019-12-23,London Development Database
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,17/00663/FUL,,"The Wheatsheaf, 757 - 759, London Road",http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OL21HNJLMVP00,ETRS89,51.39401792,-0.115297619,0.06,not owned by a public authority,yes,permissioned,full planning permission,2017-07-19,http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OL21HNJLMVP00,,12,"Demolition of existing Public House and erection of a 5 storey building providing 134sqm of Class A1/A2 use at ground floor, and 6 one bedroom, 4 two bedroom and 3 three bedroom flats above: formation of vehicular access and provision of associated  car parking and secure cycle storage.",,,12,,,http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OL21HNJLMVP00,,2018-11-30,2019-12-23,London Development Database
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,17/02230/FUL,,"Land R/O 14a, 14b And 14c, Smitham Bottom Lane",http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OPBZA9JLI6V00,ETRS89,51.33705407,-0.142716225,0.16,not owned by a public authority,yes,permissioned,full planning permission,2017-07-28,http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OPBZA9JLI6V00,,8,Erection of 2 two storey buildings comprising 8 two bedroom flats: formation of access road and provision of associated parking,,,8,,,http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OPBZA9JLI6V00,,2018-11-30,2019-12-23,London Development Database
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,17/02391/FUL,,"344, London Road",http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OPQWSCJLIHA00,ETRS89,51.3845393,-0.108587909,0.06,not owned by a public authority,yes,permissioned,full planning permission,2017-08-01,http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OPQWSCJLIHA00,,9,"Demolition of exiting building: and erection of four/five storey building comprising 5 one bedroom, 1 two bedroom and 3 three bedroom flats: using rear vehicular access and provision of associated access, refuse and parking facilities",,,9,,,http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OPQWSCJLIHA00,,2018-11-30,2019-12-23,London Development Database
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,17/03287/FUL,,"Top Nox, Crossland Road",http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OSBFR0JLLL000,ETRS89,51.38841142,-0.110584046,0.02,not owned by a public authority,yes,permissioned,full planning permission,2017-08-29,http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OSBFR0JLLL000,,7,"Demolition of existing building: erection of five storey building comprising car repair workshop on ground floor and 3 one bedroom, 2 two bedroom and  2 three bedroom flats.  Provision of balconies, roof garden and roof terraces.",,,7,,,http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OSBFR0JLLL000,,2018-11-30,2019-12-23,London Development Database
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,15/01462/P,,"Land Between 1 & 17, Scarbrook Road",https://publicaccess3.croydon.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,OSGB36,532249,165274,0.085,not owned by a public authority,yes,permissioned,full planning permission,2017-12-18,https://publicaccess3.croydon.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,,42,"Erection of an eleven storey building, comprising 13 three bedroom, 20 one bedroom and 9 two bedroom flats with associated landscaping, cycle parking and amenity space",,,42,,,https://publicaccess3.croydon.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,,2018-11-30,2019-12-23,London Development Database
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,16/00180/P,,102 George Street,https://publicaccess3.croydon.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,OSGB36,532816,165637,0.253,not owned by a public authority,yes,permissioned,full planning permission,2018-06-06,https://publicaccess3.croydon.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,,220,"Demolition of the existing office building; erection of a part 35, part 13, part 11 storey  building comprising plus basement, to provide 220 flats, 1,787 sqm B1 office space, and 490 sqm A1 retail floor space with associated works",,,220,,,https://publicaccess3.croydon.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,,2018-11-30,2019-12-23,London Development Database
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,16/06329/FUL,,32-42 High Street,https://publicaccess3.croydon.gov.uk/online-applications/applicationDetails.do?keyVal=OI6RL0JL0BK00&activeTab=summary,OSGB36,531376,161617,0.109,not owned by a public authority,yes,permissioned,full planning permission,2017-12-13,https://publicaccess3.croydon.gov.uk/online-applications/applicationDetails.do?keyVal=OI6RL0JL0BK00&activeTab=summary,,36,"Continued use of ground floor for purposes within use class A3: Additional A1 and A3 use: Alterations and extension to upper floors to include an additional 4 storey extension to provide; 20 one bedroom, 12 two bedroom and 4 three bedroom flats.",,,36,,,https://publicaccess3.croydon.gov.uk/online-applications/applicationDetails.do?keyVal=OI6RL0JL0BK00&activeTab=summary,,2018-11-30,2019-12-23,London Development Database
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,16/06405/FUL,,13 Derrick Avenue And Station Approach,https://publicaccess3.croydon.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,OSGB36,532337,162314,0.030,not owned by a public authority,yes,permissioned,full planning permission,2017-09-08,https://publicaccess3.croydon.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,,37,"Erection of 5 three storey and 1 single/two storey building comprising a total of 22 three bedroom, 5 two bedroom and 10 one bedroom flats. Formation of access road, communal amenity area and associated parking, landscaping and planting.",,,37,,,https://publicaccess3.croydon.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,,2018-11-30,2019-12-23,London Development Database
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,17/01596/FUL,,Portland Place Portland Road,https://publicaccess3.croydon.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,OSGB36,534076,168417,0.052,not owned by a public authority,yes,permissioned,full planning permission,2018-03-19,https://publicaccess3.croydon.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,,19,"Demolition of existing buildings Erection of 4 storey building comprising offices and 9 one bedroom and 10 two bedroom flats, provision of associated refuse and cycle storage ; provision of associated parking spaces ;  provision of landscaping and landscaping to public realm (amended description)",,,19,,,https://publicaccess3.croydon.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,,2018-11-30,2019-12-23,London Development Database
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,17/02795/FUL,,29 Russell Hill,https://publicaccess3.croydon.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,OSGB36,530758,162213,0.099,not owned by a public authority,yes,permissioned,full planning permission,2017-10-06,https://publicaccess3.croydon.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,,9,"Alterations, erection of single/two storey rear extension, dormer extensions in front and rear elevations and conversion to form 5 two bedroom and 4 one bedroom flats.
Provision of associated parking, cycle and refuse stores",,,9,,,https://publicaccess3.croydon.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,,2018-11-30,2019-12-23,London Development Database
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,17/02998/FUL,,23 Tavistock Road,https://publicaccess3.croydon.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,OSGB36,532525,166493,0.118,not owned by a public authority,yes,permissioned,full planning permission,2017-10-06,https://publicaccess3.croydon.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,,9,Erection of four storey building at rear to provide 8 two bedroom and 1 one bedroom flats,,,9,,,https://publicaccess3.croydon.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,,2018-11-30,2019-12-23,London Development Database
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,17/03457/FUL,,"1-5 Lansdowne Road, And 30-32 Wellesley Road",https://publicaccess3.croydon.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,OSGB36,532507,165913,0.480,not owned by a public authority,yes,permissioned,full planning permission,2017-11-17,https://publicaccess3.croydon.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,,794,"Demolition of the existing buildings and the erection of a part 11, part 41, part 68 storey development comprising 794 residential units (Use Class C3), 35,000 sq.m (GIA) of
offices (Use Class B1a), retailing / restaurant / bar uses (Class A1 / A3 / A4 and/or A5), public viewing gallery, swimming pool and gym (Use Class D2), with associated access
and servicing, car / cycle parking, landscaped pedestrian walkways and public plaza",,,794,,,https://publicaccess3.croydon.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,,2018-11-30,2019-12-23,London Development Database
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,17/03574/FUL,,3 Dunheved Road North,https://publicaccess3.croydon.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,OSGB36,531339,167399,0.180,not owned by a public authority,yes,permissioned,full planning permission,2017-10-31,https://publicaccess3.croydon.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,,9,"Construction of lower ground floor and third floors and first and second floor side extensions to provide an additional 4 one bedroom, 3 two bedroom and 2 three bedroom
flats : recladding of building, relocation of bin store plus the creation of 15no. car parking spaces, 35no. cycle parking spaces and hard and soft landscaping measures",,,9,,,https://publicaccess3.croydon.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,,2018-11-30,2019-12-23,London Development Database
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,17/03889/FUL,,59 Upper Shirley Road,https://publicaccess3.croydon.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,OSGB36,535493,165246,0.072,not owned by a public authority,yes,permissioned,full planning permission,2017-12-08,https://publicaccess3.croydon.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,,7,"Demolition of existing building and erection of two storey building with part basement and accommodation in roof space comprising of 1 x 1 bedroom, 5 x 2 bedroom and 1 x 3 bedroom flats. Formation of 7 car parking spaces, cycle and refuse stores",,,7,,,https://publicaccess3.croydon.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,,2018-11-30,2019-12-23,London Development Database
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,17/03953/FUL,,Thanet House Coombe Road,https://publicaccess3.croydon.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,OSGB36,532436,164919,0.040,not owned by a public authority,yes,permissioned,full planning permission,2018-01-12,https://publicaccess3.croydon.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,,7,"Alterations, alterations to roof, erection of dormer extensions in rear roof slopes and installation of rooflights to front roof slopes and use of fourth floor (roofspace) as 7 one bedroom flats, provision of associated refuse and cycle storage",,,7,,,https://publicaccess3.croydon.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,,2018-11-30,2019-12-23,London Development Database
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,17/03992/FUL,,"Units 3 - 7, Block M, New South Quarter Purley Way",https://publicaccess3.croydon.gov.uk/online-applications/applicationDetails.do?keyVal=OUAZH6JLGFT00&activeTab=summary,OSGB36,531229,165528,0.030,not owned by a public authority,yes,permissioned,full planning permission,2017-11-07,https://publicaccess3.croydon.gov.uk/online-applications/applicationDetails.do?keyVal=OUAZH6JLGFT00&activeTab=summary,,5,"Alterations and conversion to form 2 two bedroom, 2 one bedroom and 1 studio flats",,,5,,,https://publicaccess3.croydon.gov.uk/online-applications/applicationDetails.do?keyVal=OUAZH6JLGFT00&activeTab=summary,,2018-11-30,2019-12-23,London Development Database
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,17/04230/FUL,,116 Church Road,https://publicaccess3.croydon.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,OSGB36,533405,170252,0.066,not owned by a public authority,yes,permissioned,full planning permission,2017-12-29,https://publicaccess3.croydon.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,,7,"Alterations and conversion to form 7 flats (5 x  one  bedroom, 2 x two bedroom) ; erection of three-storey rear extension, provision of parking for 6 cars, refuse and cycle storage.",,,7,,,https://publicaccess3.croydon.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,,2018-11-30,2019-12-23,London Development Database
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,17/04262/FUL,,Land And Premises Adjacent 55 Bensham Grove,https://publicaccess3.croydon.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,OSGB36,532119,169119,0.077,not owned by a public authority,yes,permissioned,full planning permission,2017-11-24,https://publicaccess3.croydon.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,,9,Demolition of existing buildings: erection of three storey building comprising 6x two bedroom flats and 3x one bedroom flats: formation of vehicular access and provision of associated off-street parking ; provision of traffic-light system to vehicle access ; provision of refuse storage and cycle storage ; provision of associated landscaping and boundary treatment,,,9,,,https://publicaccess3.croydon.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,,2018-11-30,2019-12-23,London Development Database
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,17/04560/FUL,,21 Melville Avenue,https://publicaccess3.croydon.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,OSGB36,533794,164167,0.112,not owned by a public authority,yes,permissioned,full planning permission,2017-11-08,https://publicaccess3.croydon.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,,6,"Demolition of existing buildings: erection of 3 storey building plus lower ground floor level, containing 6 two bedroom flats, alterations to vehicular access and provision of associated parking.",,,6,,,https://publicaccess3.croydon.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,,2018-11-30,2019-12-23,London Development Database
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,17/04572/FUL,,41 Chipstead Valley Road,https://publicaccess3.croydon.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,OSGB36,529711,159523,0.030,not owned by a public authority,yes,permissioned,full planning permission,2017-10-25,https://publicaccess3.croydon.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,,5,"Alterations; erection of roof extension and conversion to form 5 one bedroom flats and
provision of cycle storage",,,5,,,https://publicaccess3.croydon.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,,2018-11-30,2019-12-23,London Development Database
