OrganisationURI,SiteReference,SiteNameAddress,SiteplanURL,GeoY,GeoX,Hectares,OwnershipStatus,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,Deliverable,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/district-council/braintree,17/00119/OUT,"10 And Land Rear Of, New Road, Gosfield",https://braintree.maps.arcgis.com/apps/webappviewer/index.html?id=2cb158cfa90841e5be176e0ddbea3865,51.926796,0.59318,0.48,not owned by a public authority,permissioned,outline planning permission,28/04/2017,,yes,8,8,,Application for outline planning permission with some matters reserved - Demolition of existing buildings and hardstanding and construction of 8 no. new dwellings together with new vehicular access onto New Road and associated development,22/12/2017,22/12/2017,
http://opendatacommunities.org/id/district-council/braintree,16/02096/OUT,Former Arla Dairy Site Bury Lane Hatfield Peverel,https://braintree.maps.arcgis.com/apps/webappviewer/index.html?id=2cb158cfa90841e5be176e0ddbea3865,51.7783,0.589975,3.83,not owned by a public authority,permissioned,outline planning permission,20/12/2017,,yes,145,145,,"Outline planning application for residential development for up to 145 dwellings (Use Class C3) with public open space, vehicular access and associated infrastructure",22/12/2017,22/12/2017,
http://opendatacommunities.org/id/district-council/braintree,BOB1,"Tabor House, Bocking, Braintree (phase 2)",https://braintree.maps.arcgis.com/apps/webappviewer/index.html?id=2cb158cfa90841e5be176e0ddbea3865,51.880304,0.552781,0.33,not owned by a public authority,not permissioned,,,,,16,16,,"The site is allocated in the draft New Local Plan for residentail development. Phase one of the site has planning permission (14/00702/FUL) and has commenced. Therefore, this site relates to phase 2 only.",22/12/2017,22/12/2017,
http://opendatacommunities.org/id/district-council/braintree,BRE17H,"302 Cressing Road, Braintree",https://braintree.maps.arcgis.com/apps/webappviewer/index.html?id=2cb158cfa90841e5be176e0ddbea3865,51.871448,0.578255,0.59,not owned by a public authority,not permissioned,,,,,10,10,,The site is allocated in the draft New Local Plan for residentail development.,22/12/2017,22/12/2017,
http://opendatacommunities.org/id/district-council/braintree,BRC77,Timber Yard East of Crossman House Station Approach,https://braintree.maps.arcgis.com/apps/webappviewer/index.html?id=2cb158cfa90841e5be176e0ddbea3865,51.875854,0.558907,0.08,not owned by a public authority,permissioned,full planning permission,02/05/2019,,yes,10,10,,18/01432/FUL - now under construction,22/12/2017,18/12/2019,18/12/2019
http://opendatacommunities.org/id/district-council/braintree,WITN425,"Land East of Chipping Hill, Witham",https://braintree.maps.arcgis.com/apps/webappviewer/index.html?id=2cb158cfa90841e5be176e0ddbea3865,51.80647,0.637535,0.41,not owned by a public authority,not permissioned,,,,,30,30,,The site is allocated in the draft New Local Plan for residentail development.,22/12/2017,22/12/2017,
http://opendatacommunities.org/id/district-council/braintree,BRC34,Land rear of 138-142 (Kwik Fit) South Street,https://braintree.maps.arcgis.com/apps/webappviewer/index.html?id=2cb158cfa90841e5be176e0ddbea3865,51.876107,0.555536,0.22,not owned by a public authority,not permissioned,,,,,10,10,,The site is allocated in the draft New Local Plan for residentail development.,22/12/2017,22/12/2017,
http://opendatacommunities.org/id/district-council/braintree,BOCS 700,"Braintree College, Braintree",https://braintree.maps.arcgis.com/apps/webappviewer/index.html?id=2cb158cfa90841e5be176e0ddbea3865,51.890164,0.557584,1.69,not owned by a public authority,not permissioned,,,,,30,30,,The site is allocated in the draft New Local Plan for residentail development.,22/12/2017,22/12/2017,
http://opendatacommunities.org/id/district-council/braintree,16/00211/FUL,"Cox's Yard, Land north of Rayne Road, south of Bunyan Road",https://braintree.maps.arcgis.com/apps/webappviewer/index.html?id=2cb158cfa90841e5be176e0ddbea3865,51.880082,0.549775,0.18,not owned by a public authority,permissioned,full planning permission,05/03/2019,,yes,12,12,,"Redevelopment of Cox's Yard for residential development for the provision of 12 flats to be accessed from Rayne Road and one detached dwelling to be accessed from Panfield Lane, including demolition of redundant building, parking, landscaping and amenity areas.  Works to 16-18 Rayne Road including replacement of the existing showroom with residential accommodation and a retail frontage, and refurbishment of the existing shop with accommodation over.",22/12/2018,18/12/2019,
http://opendatacommunities.org/id/district-council/braintree,18/01272/COUPA,"Unit 6 The Mazes, East Street, Braintree",https://braintree.maps.arcgis.com/apps/webappviewer/index.html?id=2cb158cfa90841e5be176e0ddbea3865,51.877642,0.563557,0.06,not owned by a public authority,permissioned,full planning permission,03/09/2018,,yes,8,8,,Notification for prior approval for a proposed change of use of a building from Office Use (Class B1 (a)) to 8 one bedroom flats (Class C3).,22/12/2018,22/12/2018,
http://opendatacommunities.org/id/district-council/braintree,18/00581/FUL,"Pound End Mill, South Street, Braintree",https://braintree.maps.arcgis.com/apps/webappviewer/index.html?id=2cb158cfa90841e5be176e0ddbea3865,51.876664,0.552284,0.07,not owned by a public authority,permissioned,full planning permission,01/08/2018,,yes,8,8,,Under construction,22/12/2018,18/12/2019,18/12/2019
http://opendatacommunities.org/id/district-council/braintree,17/01894/FUL,"Baverstocks Manor Place, Albert Road, Braintree",https://braintree.maps.arcgis.com/apps/webappviewer/index.html?id=2cb158cfa90841e5be176e0ddbea3865,51.877889,0.561304,0.07,not owned by a public authority,permissioned,full planning permission,26/02/2018,,yes,5,5,,Completed,22/12/2018,18/12/2019,18/12/2019
http://opendatacommunities.org/id/district-council/braintree,BLAN 633,"Filling station site, adjacent 203 London Road, Braintree",https://braintree.maps.arcgis.com/apps/webappviewer/index.html?id=2cb158cfa90841e5be176e0ddbea3865,51.860707,0.535404,0.15,not owned by a public authority,not permissioned,,,,,5,5,,The site is allocated in the draft New Local Plan for residentail development. Brownfield part of site only. Application for part of the site pending consideration - 19/01575/FUL,22/12/2018,18/12/2019,
http://opendatacommunities.org/id/district-council/braintree,COGG 506,"Dutch Nursery, West Street (brownfield part only)",https://braintree.maps.arcgis.com/apps/webappviewer/index.html?id=2cb158cfa90841e5be176e0ddbea3865,51.869517,0.674767,1.28,not owned by a public authority,permissioned,reserved matters approval,14/11/2019,,yes,30,36,,Application for 48 dwellings - estimated that brownfield section has capacity for 30 - 36 units.,18/12/2019,18/12/2019,
http://opendatacommunities.org/id/district-council/braintree,BRC6H,"Land to rear of Gordon House, 22 Rayne Road",https://braintree.maps.arcgis.com/apps/webappviewer/index.html?id=2cb158cfa90841e5be176e0ddbea3865,51.879644,0.549213,0.17,not owned by a public authority,permissioned,full planning permission,29/07/2019,,yes,9,9,,19/00733/FUL - Creation of 9 new cottages with amenity space and parking on the land to the rear of Gordon House,18/12/2019,18/12/2019,
http://opendatacommunities.org/id/district-council/braintree,18/00601/FUL,"13-17 Bank Street, Braintree",https://braintree.maps.arcgis.com/apps/webappviewer/index.html?id=2cb158cfa90841e5be176e0ddbea3865,51.879457,0.550786,0.03,not owned by a public authority,permissioned,full planning permission,02/11/2018,,yes,6,6,,Change of use and extension from commercial premise to commercial premise with  6 apartments  above  and associated external alterations and landscaping.,18/12/2019,18/12/2019,
http://opendatacommunities.org/id/district-council/braintree,18/00460/FUL,"Unit F Ground Floor And First Floor, New Mills, Silks Way, Braintree",https://braintree.maps.arcgis.com/apps/webappviewer/index.html?id=2cb158cfa90841e5be176e0ddbea3865,51.876105,0.552354,0.18,not owned by a public authority,permissioned,full planning permission,01/05/2019,,yes,7,7,,"Change of use B1 Office to 6 x 2 bed and 1 x 1 bed C3 residential flats (7 units) with associated parking, cycle parking and refuse storage.",18/12/2019,18/12/2019,
http://opendatacommunities.org/id/district-council/braintree,18/00011/FUL,"The Old Pool Club, 49 Braintree Road, Witham, Essex",https://braintree.maps.arcgis.com/apps/webappviewer/index.html?id=2cb158cfa90841e5be176e0ddbea3865,51.807163,0.637517,0.08,not owned by a public authority,permissioned,full planning permission,19/06/2019,,yes,10,10,,"Redevelopment of the site to provide 8 one bedroom flats and 2 two bedroom flats (10 units total) incorporating the remodelling of the existing building to provide a three storey building with associated landscaping, parking & cycle parking",18/12/2019,18/12/2019,
