OrganisationURI,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate,Source
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,21,,"Former Royal Mail Sorting Office, 1-5 Addiscombe Road",http://www.planvu.co.uk/croydon2016/index.php?map=proposed,ETRS89,51.3754785432,-0.0916324315,0.44,not owned by a public authority,yes,not permissioned,,,,,74,"Residential led mixed use development incorporating either hotel, office leisure and/or clas A2-A5 uses. Also retail so long as the current planning permission is extant",,,74,201.0,,https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,,2017-12-31,2017-12-31,Croydon Local Plan allocation
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,32,,4-20 Edridge Road,http://www.planvu.co.uk/croydon2016/index.php?map=proposed,ETRS89,51.3699062504,-0.0984729156,0.23,not owned by a public authority,yes,not permissioned,,,,,180,Residential development,,,180,220.0,,https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,,2017-12-31,2017-12-31,Croydon Local Plan allocation
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,50,,44-60 Cherry Orchard Road,http://www.planvu.co.uk/croydon2016/index.php?map=proposed,ETRS89,51.3778271102,-0.0906151636,0.301,not owned by a public authority,yes,not permissioned,,,,,50,Residential development subject to the relocation of the existing business to another site in the borough,,,50,80.0,,https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,,2017-12-31,2017-12-31,Croydon Local Plan allocation
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,123,,"Prospect West and car park to the rear of, 81-85 Station Road",http://www.planvu.co.uk/croydon2016/index.php?map=proposed,ETRS89,51.3805311518,-0.1004039571,0.88,not owned by a public authority,,not permissioned,,,,,40,Residential (with healthcare facility if required by NHS),,,40,288.0,,https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,,2017-12-31,2017-12-31,Croydon Local Plan allocation
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,138,,"Cherry Orchard Gardens and site between railway line and Cherry Orchard Road, Cherry Orchard Road",http://www.planvu.co.uk/croydon2016/index.php?map=proposed,ETRS89,51.3774223745,-0.09116367,0.8,not owned by a public authority,yes,not permissioned,,,,,220,"Mixed use development of residential with offices, restaurant/café, hotel and/or community facilities",,,220,492.0,,https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,,2017-12-31,2017-12-31,Croydon Local Plan allocation
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,142,,1 Lansdowne Road,http://www.planvu.co.uk/croydon2016/index.php?map=proposed,ETRS89,51.3765744046,-0.0976363804,0.4,not owned by a public authority,yes,not permissioned,,,,,419,"Mixed use development comprising residential, with offices, leisure and/or hotel",,,419,441.0,,https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,,2017-12-31,2017-12-31,Croydon Local Plan allocation
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,155,,"St Anne's House & Cambridge House, 20-26 Wellesley Road",http://www.planvu.co.uk/croydon2016/index.php?map=proposed,ETRS89,51.375706302,-0.0973418566,0.21,not owned by a public authority,yes,not permissioned,,,,,46,Conversion of building to residential and hotel,,,46,196.0,,https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,,2017-12-31,2017-12-31,Croydon Local Plan allocation
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,162,,"St George's House, Park Lane",http://www.planvu.co.uk/croydon2016/index.php?map=proposed,ETRS89,51.3733659835,-0.0972089269,0.07,not owned by a public authority,yes,not permissioned,,,,,288,Conversion and extension of existing building to provide retail and other Class A activities and leisure on the ground floor with residential accommodation on upper floors. There is one historic record of surface water flooding held by the Council in this location.,,,288,288.0,,https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,,2017-12-31,2017-12-31,Croydon Local Plan allocation
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,172,,"Ruskin Square and surface car park, 61 Dingwall Road and Lansdowne Road",http://www.planvu.co.uk/croydon2016/index.php?map=proposed,ETRS89,51.3762877726,-0.0943864382,2.7,not owned by a public authority,yes,not permissioned,,,,,550,"Mixed use development comprising residential, offices, restaurant/café, fitness centre and replacement 200 seat theatre",,,550,625.0,,https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,,2017-12-31,2017-12-31,Croydon Local Plan allocation
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,174,,30-38 Addiscombe Road,http://www.planvu.co.uk/croydon2016/index.php?map=proposed,ETRS89,51.3747689521,-0.0894778596,0.35,not owned by a public authority,yes,not permissioned,,,,,49,Residential development,,,49,141.0,,https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,,2017-12-31,2017-12-31,Croydon Local Plan allocation
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,175,,"Stephenson House, Cherry Orchard Road and Knolly House, Addiscombe Road",http://www.planvu.co.uk/croydon2016/index.php?map=proposed,ETRS89,51.3759403425,-0.0907223555,0.94,not owned by a public authority,,not permissioned,,,,,132,Residential and/or office ,,,132,380.0,,https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,,2017-12-31,2017-12-31,Croydon Local Plan allocation
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,182,,"St Mathews House, 98 George Street",http://www.planvu.co.uk/croydon2016/index.php?map=proposed,ETRS89,51.3741760898,-0.0944884298,0.05,not owned by a public authority,,not permissioned,,,,,7,Redevelopment for residential and/or offices and/or retail (on George Street frontage),,,7,20.0,,https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,,2017-12-31,2017-12-31,Croydon Local Plan allocation
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,184,,1-19 Derby Road,http://www.planvu.co.uk/croydon2016/index.php?map=proposed,ETRS89,51.3777353935,-0.1037959541,0.34,not owned by a public authority,yes,not permissioned,,,,,48,"Residential development above, community uses on lower floors",,,48,137.0,,https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,,2017-12-31,2017-12-31,Croydon Local Plan allocation
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,186,,"Jobcentre, 17-21 Dingwall Road",http://www.planvu.co.uk/croydon2016/index.php?map=proposed,ETRS89,51.3760820136,-0.0955588801,0.35,unknown ownership,yes,not permissioned,,,,,49,Offices and/or residential and/or hotel and/or replacement Class A2 (Finance) premises (with healthcare facility if required by the NHS),,,49,141.0,,https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,,2017-12-31,2017-12-31,Croydon Local Plan allocation
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,187,,28 Dingwall Road,http://www.planvu.co.uk/croydon2016/index.php?map=proposed,ETRS89,51.3775396258,-0.0961594199,0.11,not owned by a public authority,,not permissioned,,,,,16,Offices and residential and/or hotel (with healthcare facility if required by the NHS),,,16,44.0,,https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,,2017-12-31,2017-12-31,Croydon Local Plan allocation
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,189,,"Car parks, Drummond Road",http://www.planvu.co.uk/croydon2016/index.php?map=proposed,ETRS89,51.3741854378,-0.1044885801,0.11,owned by a public authority,,not permissioned,,,,,12,Residential development,,,12,32.0,,https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,,2017-12-31,2017-12-31,Croydon Local Plan allocation
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,190,,"Car park to the rear of Leon House, 22-24 Edridge Road",http://www.planvu.co.uk/croydon2016/index.php?map=proposed,ETRS89,51.369191391,-0.0982008024,0.4,not owned by a public authority,yes,not permissioned,,,,,56,Residential development,,,56,162.0,,https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,,2017-12-31,2017-12-31,Croydon Local Plan allocation
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,192,,"Suffolk House, George Street",http://www.planvu.co.uk/croydon2016/index.php?map=proposed,ETRS89,51.3740000928,-0.0958320082,0.25,not owned by a public authority,,not permissioned,,,,,35,Mixed use redevelopment with offices or residential dwellings above retail units at ground level,,,35,101.0,,https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,,2017-12-31,2017-12-31,Croydon Local Plan allocation
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,194,,"St George's Walk, Katharine House and Park House, Park Street",http://www.planvu.co.uk/croydon2016/index.php?map=proposed,ETRS89,51.3729036435,-0.0991965307,1.94,not owned by a public authority,yes,not permissioned,,,,,88,"Residential with new civic space and a combination of retail, other Class A uses, leisure and office use.",,,88,504.0,,https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,,2017-12-31,2017-12-31,Croydon Local Plan allocation
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,195,,"Leon House, 233 High Street",http://www.planvu.co.uk/croydon2016/index.php?map=proposed,ETRS89,51.3697315101,-0.0993421874,0.56,not owned by a public authority,yes,not permissioned,,,,,26,Conversion to residential or mixed use residential/office with retention of retail on the ground floor,,,26,145.0,,https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,,2017-12-31,2017-12-31,Croydon Local Plan allocation
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,197,,"Emerald House, 7-15 Lansdowne Road",http://www.planvu.co.uk/croydon2016/index.php?map=proposed,ETRS89,51.3769369263,-0.0967017165,0.39,not owned by a public authority,,not permissioned,,,,,55,Office and residential and/or hotel (with healthcare facility if required by the NHS),,,55,157.0,,https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,,2017-12-31,2017-12-31,Croydon Local Plan allocation
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,199,,20 Lansdowne Road,http://www.planvu.co.uk/croydon2016/index.php?map=proposed,ETRS89,51.3792140508,-0.092396854,0.775,not owned by a public authority,,not permissioned,,,,,109,Residential development with light industrial workshops and studio spaces,,,109,313.0,,https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,,2017-12-31,2017-12-31,Croydon Local Plan allocation
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,200,,"Multi-storey car park, Lansdowne Road",http://www.planvu.co.uk/croydon2016/index.php?map=proposed,ETRS89,51.3774892092,-0.0952705961,0.95,not owned by a public authority,,not permissioned,,,,,133,"Mixed use, public car park and residential.",,,133,384.0,,https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,,2017-12-31,2017-12-31,Croydon Local Plan allocation
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,201,,"Lidl, Easy Gym and car park, 99-101 London Road",http://www.planvu.co.uk/croydon2016/index.php?map=proposed,ETRS89,51.3803940825,-0.1058272565,1.13,not owned by a public authority,,not permissioned,,,,,51,Primary school with residential development on upper floors,,,51,293.0,,https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,,2017-12-31,2017-12-31,Croydon Local Plan allocation
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,203,,"West Croydon station and shops, 176 North End",http://www.planvu.co.uk/croydon2016/index.php?map=proposed,ETRS89,51.3785776638,-0.1024966035,1.75,not owned by a public authority,,not permissioned,,,,,79,"Remodelling of station and redevelopment to provide an improved transport interchange, cycle hub, retail & office units with residential development above",,,79,455.0,,https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,,2017-12-31,2017-12-31,Croydon Local Plan allocation
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,218,,"Lunar House, Wellesley Road",http://www.planvu.co.uk/croydon2016/index.php?map=proposed,ETRS89,51.3782645864,-0.0987159181,1.34,unknown ownership,,not permissioned,,,,,188,Office and residential and/or hotel (with healthcare facility if required by the NHS),,,188,542.0,,https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,,2017-12-31,2017-12-31,Croydon Local Plan allocation
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,220,,9-11 Wellesley Road,http://www.planvu.co.uk/croydon2016/index.php?map=proposed,ETRS89,51.3751607742,-0.0980829052,0.15,unknown ownership,,not permissioned,,,,,21,Residential and/or hotel and/or retail and/or finance,,,21,60.0,,https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,,2017-12-31,2017-12-31,Croydon Local Plan allocation
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,222,,"Multi-storey car park, 1 Whitgift Street",http://www.planvu.co.uk/croydon2016/index.php?map=proposed,ETRS89,51.3701620061,-0.1009335216,0.54,not owned by a public authority,,not permissioned,,,,,95,Residential with community facilities commensurate in size and functionality to that currently on the site,,,95,193.0,,https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,,2017-12-31,2017-12-31,Croydon Local Plan allocation
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,231,,"Segas House, Park Lane",http://www.planvu.co.uk/croydon2016/index.php?map=proposed,ETRS89,51.372674927,-0.0972950322,0.19,not owned by a public authority,yes,not permissioned,,,,,40,Residential conversion with cultural uses if required (with town centres uses considered if there is no interest in delivery of cultural uses).,,,40,40.0,,https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,,2017-12-31,2017-12-31,Croydon Local Plan allocation
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,234,,"Southern House, Wellesley Grove",http://www.planvu.co.uk/croydon2016/index.php?map=proposed,ETRS89,51.3754892285,-0.0961582239,0.58,not owned by a public authority,,not permissioned,,,,,82,Offices and residential and/or hotel (with healthcare facility if required by the NHS),,,82,234.0,,https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,,2017-12-31,2017-12-31,Croydon Local Plan allocation
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,236,,"Apollo House, Wellesley Road",http://www.planvu.co.uk/croydon2016/index.php?map=proposed,ETRS89,51.3771879429,-0.0983150625,0.58,unknown ownership,,not permissioned,,,,,82,Offices and residential and/or hotel (with healthcare facility if required by the NHS),,,82,234.0,,https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,,2017-12-31,2017-12-31,Croydon Local Plan allocation
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,242,,"Davis House, Robert Street",http://www.planvu.co.uk/croydon2016/index.php?map=proposed,ETRS89,51.3712344153,-0.0994092977,0.13,owned by a public authority,,not permissioned,,,,,19,Residential development with limited retail to replace existing floor space,,,19,52.0,,https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,,2017-12-31,2017-12-31,Croydon Local Plan allocation
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,245,,"Mondial House, 102 George Street",http://www.planvu.co.uk/croydon2016/index.php?map=proposed,ETRS89,51.3742179696,-0.0931935158,0.21,not owned by a public authority,yes,not permissioned,,,,,30,Office and/or residential development or offices or hotel and/or retail (on George Street frontage),,,30,85.0,,https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,,2017-12-31,2017-12-31,Croydon Local Plan allocation
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,247,,"Norwich Union House, 96 George Street",http://www.planvu.co.uk/croydon2016/index.php?map=proposed,ETRS89,51.3741194874,-0.0948787304,0.13,not owned by a public authority,,not permissioned,,,,,19,Offices with residential development or hotel and/or retail (on George Street frontage),,,19,52.0,,https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,,2017-12-31,2017-12-31,Croydon Local Plan allocation
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,294,,"Croydon College Annexe, Barclay Road",http://www.planvu.co.uk/croydon2016/index.php?map=proposed,ETRS89,51.3726358292,-0.0943368125,0.14,not owned by a public authority,yes,not permissioned,,,,,20,Residential redevelopment with community uses and Creative and Cultural Industries Enterprise Centre,,,20,56.0,,https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,,2017-12-31,2017-12-31,Croydon Local Plan allocation
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,311,,"Mott Macdonald House, 8 Sydenham Road",http://www.planvu.co.uk/croydon2016/index.php?map=proposed,ETRS89,51.3777300917,-0.0968125247,0.24,not owned by a public authority,,not permissioned,,,,,34,Offices and residential and/or hotel (with healthcare facility if required by the NHS),,,34,97.0,,https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,,2017-12-31,2017-12-31,Croydon Local Plan allocation
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,374,,"Reeves Corner former buildings, 104-112 Church Street",http://www.planvu.co.uk/croydon2016/index.php?map=proposed,ETRS89,51.3738687067,-0.1054787014,0.16,not owned by a public authority,yes,not permissioned,,,,,23,Mixed use with residential to upper storeys and retail on ground floor,,,23,64.0,,https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,,2017-12-31,2017-12-31,Croydon Local Plan allocation
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,375,,7 Cairo New Road,http://www.planvu.co.uk/croydon2016/index.php?map=proposed,ETRS89,51.3753257954,-0.1060507984,0.91,not owned by a public authority,,not permissioned,,,,,128,Residential redevelopment above community use,,,128,368.0,,https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,,2017-12-31,2017-12-31,Croydon Local Plan allocation
