LPA_URL,LPA,Site_Ref,Location___Address,Site_Plan_URL,Coodinate_Reference_System,GeoX,GeoY,AREA_Ha_,Ownership_Status,Planning_Status,TOTAL_NET_CAPACITY,Easting,Northing
www.liverpool.gov.uk,Liverpool City Council,2236,BUILDING AT COCKSPUR ST WEST/ PALL MALL / PRUSSIA ST / HIGHFIELD STREET,,ETRS89 [EPSG: 4326],-2.990844,53.410958,0.30529987030029,Unknown,Permissioned,336,334234,390916
www.liverpool.gov.uk,Liverpool City Council,2245B,33 DEVON STREET,,ETRS89 [EPSG: 4326],-2.969994,53.411402,0.10578548736572,Unknown,Permissioned,208,335620,390947
www.liverpool.gov.uk,Liverpool City Council,2261,SOUTH EAST JUNCTION OF ISLINGTON / NORTON STREET,,ETRS89 [EPSG: 4326],-2.974705,53.410742,0.40371238098145,Unknown,Permissioned,208,335306,390878
www.liverpool.gov.uk,Liverpool City Council,5798,11 FONTENOY STREET L3,,ETRS89 [EPSG: 4326],-2.984128,53.410238,0.15920958404541,Unknown,Permissioned,200,334679,390830
www.liverpool.gov.uk,Liverpool City Council,5995,"SILKHOUSE COURT, TITHEBARN STREET L2.",,ETRS89 [EPSG: 4326],-2.991777,53.408679,0.22717587966919,Unknown,Permissioned,193,334168,390664
www.liverpool.gov.uk,Liverpool City Council,6335,"HUGHES HOUSE, 101-113 LONDON ROAD",,ETRS89 [EPSG: 4326],-2.973082,53.409849,0.33416412734985,Unknown,Permissioned,182,335413,390777
www.liverpool.gov.uk,Liverpool City Council,6093,LAND AT NORTON STREET / ISLINGTON,,ETRS89 [EPSG: 4326],-2.975999,53.410286,0.32313572540283,Unknown,Permissioned,182,335219,390828
www.liverpool.gov.uk,Liverpool City Council,6186,122 OLD HALL STREET,,ETRS89 [EPSG: 4326],-2.996139,53.411719,0.13476333999634,Unknown,Permissioned,168,333883,391006
www.liverpool.gov.uk,Liverpool City Council,5719,LAND AT CORNER OF DEVON STREET & MOSS STREET L6,,ETRS89 [EPSG: 4326],-2.968745,53.411465,0.28320540390015,Unknown,Permissioned,163,335703,390953
www.liverpool.gov.uk,Liverpool City Council,3169,GRASSED AREA CORNER OF PRESCOT STREET & ERSKINE STREET,,ETRS89 [EPSG: 4326],-2.96253,53.411341,0.24681316223145,Unknown,Permissioned,142,336116,390933
www.liverpool.gov.uk,Liverpool City Council,4019,LAND BOUNDED BY SKELHORNE ST / BOLTON ST & NEW HILBRE WALK,,ETRS89 [EPSG: 4326],-2.978104,53.406641,0.19587346496582,Unknown,Permissioned,212,335074,390424
www.liverpool.gov.uk,Liverpool City Council,5546,"MERSEY HOUSE, THE STRAND",,ETRS89 [EPSG: 4326],-2.992535,53.404969,0.13403051452637,Unknown,Permissioned,136,334112,390252
www.liverpool.gov.uk,Liverpool City Council,5384,"FORMER ODEON PICTURE HOUSE, 28 LONDON ROAD L3.",,ETRS89 [EPSG: 4326],-2.977391,53.408867,0.2446399520874,Unknown,Permissioned,131,335125,390671
www.liverpool.gov.uk,Liverpool City Council,95A,LAND TO NORTH EAST JUNCTION OLDHAM PLACE / BACK RENSHAW STREET,,ETRS89 [EPSG: 4326],-2.974858,53.403316,0.13147971038818,Unknown,Permissioned,117,335285,390052
www.liverpool.gov.uk,Liverpool City Council,6342,"NORWICH BUILDING, WATER STREET",,ETRS89 [EPSG: 4326],-2.993044,53.406851,0.16757598495483,Unknown,Permissioned,114,334081,390461
www.liverpool.gov.uk,Liverpool City Council,3756A,KINGSWAY HOUSE,,ETRS89 [EPSG: 4326],-2.985563,53.409554,0.021241022491455,Unknown,Permissioned,114,334582,390755
www.liverpool.gov.uk,Liverpool City Council,6260,"DRURY HOUSE, 19 WATER STREET",,ETRS89 [EPSG: 4326],-2.993479,53.405939,0.11589890060425,Unknown,Permissioned,104,334051,390360
www.liverpool.gov.uk,Liverpool City Council,5968,"RALLI HOUSE, 60 OLD HALL STREET L1",,ETRS89 [EPSG: 4326],-2.994008,53.409612,0.090377310180664,Unknown,Permissioned,92,334021,390769
www.liverpool.gov.uk,Liverpool City Council,5881,45 & 51-79 LIME STREET L1,,ETRS89 [EPSG: 4326],-2.978493,53.40631,0.34773031082153,Unknown,Permissioned,90,335047,390388
www.liverpool.gov.uk,Liverpool City Council,3304,ARCHBISHOP BLANCH SCHOOL SITE,,ETRS89 [EPSG: 4326],-2.959674,53.405927,5.0910823051453,Unknown,Permissioned,76,336298,390328
www.liverpool.gov.uk,Liverpool City Council,2197,89-99 RENSHAW STREET,,ETRS89 [EPSG: 4326],-2.97529,53.40235,0.12293425216675,Unknown,Permissioned,74,335254,389944
www.liverpool.gov.uk,Liverpool City Council,2319,"VICTORIA HOUSE,  7-11 JAMES STREET",,ETRS89 [EPSG: 4326],-2.991256,53.40469,0.067921579742432,Unknown,Permissioned,71,334196,390219
www.liverpool.gov.uk,Liverpool City Council,95B,OLDHAM PLACE OFF ROSCOE STREET,,ETRS89 [EPSG: 4326],-2.975333,53.40357,0.38525976867676,Unknown,Permissioned,62,335253,390080
www.liverpool.gov.uk,Liverpool City Council,6227,"HARDMAN HOUSE AND HAIGH BUILDING, HARDMAN STREET / MARYLAND STREET",,ETRS89 [EPSG: 4326],-2.9719,53.402157,0.32888898849487,Unknown,Permissioned,51,335479,389920
www.liverpool.gov.uk,Liverpool City Council,6343,"SIR THOMAS HOUSE, 5 SIR THOMAS STREET",,ETRS89 [EPSG: 4326],-2.985338,53.407445,0.027524387359619,Unknown,Permissioned,44,334594,390520
www.liverpool.gov.uk,Liverpool City Council,6223,"NORTH HOUSE, NORTH JOHN STREET",,ETRS89 [EPSG: 4326],-2.988849,53.406921,0.046954399108887,Unknown,Permissioned,43,334360,390465
www.liverpool.gov.uk,Liverpool City Council,2226,RELIANCE HOUSE / 20 WATER STREET,,ETRS89 [EPSG: 4326],-2.993859,53.406557,0.11979757461548,Unknown,Permissioned,41,334026,390429
www.liverpool.gov.uk,Liverpool City Council,2765,77-85 DALE ST (PRINCE'S BUILDINGS),,ETRS89 [EPSG: 4326],-2.987071,53.408783,0.046182675933838,Unknown,Permissioned,41,334481,390671
www.liverpool.gov.uk,Liverpool City Council,6278,HONEYCOMB EDMUND STREET L3,,ETRS89 [EPSG: 4326],-2.99358,53.40958,0.071985399627686,Unknown,Permissioned,29,334050,390766
www.liverpool.gov.uk,Liverpool City Council,2788,10-12 JAMES ST (CROWN HOUSE),,ETRS89 [EPSG: 4326],-2.991497,53.405077,0.024351142120361,Unknown,Permissioned,21,334181,390263
www.liverpool.gov.uk,Liverpool City Council,3750,42-44 STANLEY STREET L1,,ETRS89 [EPSG: 4326],-2.986489,53.406636,0.036858879089355,Unknown,Permissioned,20,334516,390432
www.liverpool.gov.uk,Liverpool City Council,6225,"IRWELL CHAMBERS, 9 UNION STREET",,ETRS89 [EPSG: 4326],-2.994389,53.408725,0.13780097427368,Unknown,Permissioned,20,333994,390671
www.liverpool.gov.uk,Liverpool City Council,6112,42 CASTLE STREET,,ETRS89 [EPSG: 4326],-2.990904,53.405876,0.03909436340332,Unknown,Permissioned,19,334222,390351
www.liverpool.gov.uk,Liverpool City Council,6087,1-3 TEMPLE COURT,,ETRS89 [EPSG: 4326],-2.986946,53.406881,0.052150520324707,Unknown,Permissioned,18,334486,390459
www.liverpool.gov.uk,Liverpool City Council,2779,18 WATER ST (NEW ZEALAND HOUSE),,ETRS89 [EPSG: 4326],-2.993637,53.406651,0.078865124511719,Unknown,Permissioned,16,334041,390440
www.liverpool.gov.uk,Liverpool City Council,2265,194 LONDON ROAD,,ETRS89 [EPSG: 4326],-2.969291,53.409861,0.024482796478271,Unknown,Permissioned,15,335665,390775
www.liverpool.gov.uk,Liverpool City Council,6147,"Myrtle Court, 200 Crown Street, L8 7JX",,ETRS89 [EPSG: 4326],-2.958317,53.400137,0.42998919219971,Unknown,Permissioned,12,336379,389683
www.liverpool.gov.uk,Liverpool City Council,2783,7 WATER ST / 3 FENWICK ST,,ETRS89 [EPSG: 4326],-2.991975,53.40644,0.10100670089722,Unknown,Permissioned,10,334151,390415
www.liverpool.gov.uk,Liverpool City Council,6118,110 LONDON ROAD,,ETRS89 [EPSG: 4326],-2.973349,53.408974,0.010942678833008,Unknown,Permissioned,11,335393,390680
www.liverpool.gov.uk,Liverpool City Council,3027,21-23 RANELAGH ST (CORNER RANELAGH ST AND ENTRANCE TO CLAYTON SQUARE CENTRE),,ETRS89 [EPSG: 4326],-2.980534,53.405068,0.013719738006592,Unknown,Permissioned,9,334910,390252
www.liverpool.gov.uk,Liverpool City Council,6008,19 CASTLE STREET,,ETRS89 [EPSG: 4326],-2.990578,53.406604,0.044483020782471,Unknown,Permissioned,9,334245,390432
www.liverpool.gov.uk,Liverpool City Council,6126,"FORMER CORPORATION STABLES,  65-73 SMITHDOWN LANE",,ETRS89 [EPSG: 4326],-2.959095,53.404437,0.053811382293701,Unknown,Permissioned,9,336334,390162
www.liverpool.gov.uk,Liverpool City Council,6307,44 CASTLE STREET,,ETRS89 [EPSG: 4326],-2.990841,53.405781,0.013581910705566,Unknown,Permissioned,8,334226,390340
www.liverpool.gov.uk,Liverpool City Council,6360,"BIANCA HOUSE, 80 DEVON STREET (KNOWN AS 56-58 STAFFORD STREET)",,ETRS89 [EPSG: 4326],-2.972944,53.411136,0.029583911895752,Unknown,Permissioned,8,335424,390920
www.liverpool.gov.uk,Liverpool City Council,3100,71-73 KEMPSTON STREET,,ETRS89 [EPSG: 4326],-2.970672,53.41084,0.043058288574219,Unknown,Permissioned,7,335574,390885
www.liverpool.gov.uk,Liverpool City Council,2889,36-37 LEECE ST (POST OFFICE),,ETRS89 [EPSG: 4326],-2.974203,53.402151,0.010916687011719,Unknown,Permissioned,6,335326,389921
www.liverpool.gov.uk,Liverpool City Council,5955,13-17 TARLETON STREET L1,,ETRS89 [EPSG: 4326],-2.984166,53.405772,0.024052201843262,Unknown,Permissioned,6,334670,390333
www.liverpool.gov.uk,Liverpool City Council,6240,50-58 LONDON ROAD,,ETRS89 [EPSG: 4326],-2.976123,53.409113,0.043963750457764,Unknown,Permissioned,6,335209,390698
www.liverpool.gov.uk,Liverpool City Council,5527,9-11 CAMDEN STREET,,ETRS89 [EPSG: 4326],-2.977643,53.409707,0.0373212890625,Unknown,Permissioned,5,335109,390765
www.liverpool.gov.uk,Liverpool City Council,6205,24 RODNEY STREET,,ETRS89 [EPSG: 4326],-2.973472,53.402386,0.019566662597656,Unknown,Permissioned,5,335375,389947
www.liverpool.gov.uk,Liverpool City Council,6285,4 TEMPLE COURT,,ETRS89 [EPSG: 4326],-2.986926,53.406486,0.015224415588379,Unknown,Permissioned,4,334487,390415
www.liverpool.gov.uk,Liverpool City Council,2812,21 TRUEMAN ST (THRELFALL BUILDING),,ETRS89 [EPSG: 4326],-2.984956,53.410141,0.06780408706665,Unknown,Permissioned,4,334624,390820
www.liverpool.gov.uk,Liverpool City Council,6366,41-43 SEYMOUR TERRACE,,ETRS89 [EPSG: 4326],-2.97361,53.408197,0.010603797149658,Unknown,Permissioned,3,335375,390593
www.liverpool.gov.uk,Liverpool City Council,4938,SITE BETWEEN 43 COMMERCIAL ROAD & TOBACCO WHARF L5.,,ETRS89 [EPSG: 4326],-2.988307,53.427897,0.30211386032104,Unknown,Permissioned,110,334428,392798
www.liverpool.gov.uk,Liverpool City Council,2560,GARSTON UNDER THE BRIDGE REDEVELOPMENT AREA,,ETRS89 [EPSG: 4326],-2.898144,53.349598,7.8917523338318,Unknown,Permissioned,26,340310,384009
www.liverpool.gov.uk,Liverpool City Council,5843,83-89 KEMPSTON STREET L3,,ETRS89 [EPSG: 4326],-2.969916,53.410938,0.0733717628479,Unknown,Permissioned,2,335625,390895
www.liverpool.gov.uk,Liverpool City Council,6300,31-33 TARLETON STREET,,ETRS89 [EPSG: 4326],-2.98403,53.406133,0.02034939956665,Unknown,Permissioned,2,334679,390373
www.liverpool.gov.uk,Liverpool City Council,6318,14B POMONA STREET,,ETRS89 [EPSG: 4326],-2.972299,53.404348,0.014992987823486,Unknown,Permissioned,1,335456,390164
www.liverpool.gov.uk,Liverpool City Council,5966,43-47 STAFFORD STREET L3.,,ETRS89 [EPSG: 4326],-2.973521,53.411051,0.023963925170898,Unknown,Permissioned,1,335385,390911
www.liverpool.gov.uk,Liverpool City Council,5900,82 KEMPSTON STREET L3,,ETRS89 [EPSG: 4326],-2.969695,53.410605,0.030536212158203,Unknown,Permissioned,1,335639,390858
www.liverpool.gov.uk,Liverpool City Council,6081,MAY PLACE,,ETRS89 [EPSG: 4326],-2.973627,53.404407,0.0049058387756348,Unknown,Permissioned,1,335368,390172
www.liverpool.gov.uk,Liverpool City Council,1691A,"Former Robinson Willey Site, Mill Lane, Liverpool, L13",,ETRS89 [EPSG: 4326],-2.912365,53.407619,2.3854813606262,Unknown,Permissioned,11,339445,390475
www.liverpool.gov.uk,Liverpool City Council,3761,"FORMER SARAH MCARD NURSERY, SHAW STREET",,ETRS89 [EPSG: 4326],-2.968011,53.413825,0.24545950546265,Unknown,Permissioned,69,335756,391215
www.liverpool.gov.uk,Liverpool City Council,2609,LAND AT MALDON LODGE / WOOLTON ROAD,,ETRS89 [EPSG: 4326],-2.89888,53.389816,0.23114694290161,Unknown,Permissioned,24,340317,388483
www.liverpool.gov.uk,Liverpool City Council,6261,SITE OF 280 ALLERTON ROAD,,ETRS89 [EPSG: 4326],-2.898003,53.37811,0.27751898498535,Unknown,Permissioned,10,340359,387180
www.liverpool.gov.uk,Liverpool City Council,6098,160-164 GREENHILL ROAD,,ETRS89 [EPSG: 4326],-2.902693,53.371831,0.061395822143555,Unknown,Permissioned,9,340038,386486
www.liverpool.gov.uk,Liverpool City Council,6284,35 DUDLOW LANE,,ETRS89 [EPSG: 4326],-2.901588,53.388961,0.20737265167236,Unknown,Permissioned,5,340136,388391
www.liverpool.gov.uk,Liverpool City Council,3998,6A ROSE LANE L18.,,ETRS89 [EPSG: 4326],-2.912018,53.380734,0.01903042755127,Unknown,Permissioned,2,339430,387484
www.liverpool.gov.uk,Liverpool City Council,5845,22 ROSE LANE L18.,,ETRS89 [EPSG: 4326],-2.912561,53.380447,0.0088014465332031,Unknown,Permissioned,1,339394,387453
www.liverpool.gov.uk,Liverpool City Council,6018,34A BRIDGE ROAD,,ETRS89 [EPSG: 4326],-2.915474,53.38057,0.023348735809326,Unknown,Permissioned,1,339200,387469
www.liverpool.gov.uk,Liverpool City Council,6123,"FORMER WHISTLERS FARM SHOP SITE, LORENZO DRIVE",,ETRS89 [EPSG: 4326],-2.928105,53.442627,0.46996087646484,Unknown,Permissioned,8,338450,394384
www.liverpool.gov.uk,Liverpool City Council,6145,299 UTTING AVENUE,,ETRS89 [EPSG: 4326],-2.932804,53.442171,0.0042586242675781,Unknown,Permissioned,1,338137,394337
www.liverpool.gov.uk,Liverpool City Council,6151,"254-256 COUNTY ROAD, LIVERPOOL, L4",,ETRS89 [EPSG: 4326],-2.967554,53.445386,0.01774040145874,Unknown,Permissioned,8,335834,394725
www.liverpool.gov.uk,Liverpool City Council,6328,95 COUNTY ROAD,,ETRS89 [EPSG: 4326],-2.971043,53.441392,0.017322830963135,Unknown,Permissioned,4,335596,394284
www.liverpool.gov.uk,Liverpool City Council,6110,LAND BETWEEN 3-13 HARLECH STREET,,ETRS89 [EPSG: 4326],-2.972025,53.439785,0.028912712860107,Unknown,Permissioned,4,335528,394106
www.liverpool.gov.uk,Liverpool City Council,5869,74 GOODISON ROAD L4,,ETRS89 [EPSG: 4326],-2.967395,53.44007,0.012179141235352,Unknown,Permissioned,3,335836,394134
www.liverpool.gov.uk,Liverpool City Council,5933,11A BIRCHFIELD ROAD L4,,ETRS89 [EPSG: 4326],-2.961505,53.443752,0.020086954498291,Unknown,Permissioned,2,336233,394538
www.liverpool.gov.uk,Liverpool City Council,5930,193A COUNTY ROAD,,ETRS89 [EPSG: 4326],-2.969365,53.444503,0.017687969207764,Unknown,Permissioned,1,335712,394629
www.liverpool.gov.uk,Liverpool City Council,2088,LONG LANE / GREENHILL RD / GREENHILL NURSERY,,ETRS89 [EPSG: 4326],-2.898707,53.363182,2.7721939277649,Unknown,Permissioned,33,340291,385520
www.liverpool.gov.uk,Liverpool City Council,6194,"FORMER ST AUSTIN'S CHURCH, PRESBYTERY AND CHALONER HALL, AIGBURTH ROAD",,ETRS89 [EPSG: 4326],-2.911844,53.361554,0.31315212173462,Unknown,Permissioned,17,339415,385350
www.liverpool.gov.uk,Liverpool City Council,4659,LAND TO THE REAR OF 563-565 AIGBURTH ROAD L19,,ETRS89 [EPSG: 4326],-2.911539,53.361061,0.10983276977539,Unknown,Permissioned,6,339434,385295
www.liverpool.gov.uk,Liverpool City Council,6248,670 AIGBURTH ROAD,,ETRS89 [EPSG: 4326],-2.912498,53.360787,0.013303944396973,Unknown,Permissioned,2,339370,385265
www.liverpool.gov.uk,Liverpool City Council,4968,LAND BETWEEN 'BINBROOKE' & 22 EATON ROAD L19.,,ETRS89 [EPSG: 4326],-2.916727,53.354847,0.082600019073486,Unknown,Permissioned,1,339080,384608
www.liverpool.gov.uk,Liverpool City Council,5961,LAND AT END OF FLORIDA COURT L19.,,ETRS89 [EPSG: 4326],-2.904686,53.36397,0.024123629760742,Unknown,Permissioned,1,339894,385613
www.liverpool.gov.uk,Liverpool City Council,4475,"FORMER DOG AND GUN PUBLIC HOUSE, CROXTETH HALL LANE/CARR LANE EAST, LIVERPOOL, L12",,ETRS89 [EPSG: 4326],-2.903139,53.450603,0.18057454910278,Unknown,Permissioned,6,340119,395250
www.liverpool.gov.uk,Liverpool City Council,4054,"SWAINBANKS LIMITED, 50 FOX STREET",,ETRS89 [EPSG: 4326],-2.976481,53.416782,0.89271064758301,Unknown,Permissioned,400,335197,391551
www.liverpool.gov.uk,Liverpool City Council,6065,"LAND AT FOX STREET / ST ANNE STREET, L3",,ETRS89 [EPSG: 4326],-2.977903,53.41655,0.81713261032104,Unknown,Permissioned,325,335102,391527
www.liverpool.gov.uk,Liverpool City Council,3367,GREAT HOMER ST SHOPPING CENTRE (PROJECT JENNIFER),,ETRS89 [EPSG: 4326],-2.979347,53.423024,17.382947958374,Unknown,Permissioned,277,335016,392248
www.liverpool.gov.uk,Liverpool City Council,3369,LAND AND BUILDINGS AT CLEGG ST / ILIAD ST / PRINCE EDWIN ST,,ETRS89 [EPSG: 4326],-2.976862,53.41796,0.2789321937561,Unknown,Permissioned,117,335174,391682
www.liverpool.gov.uk,Liverpool City Council,5257,NOTRE DAME SCHOOL,,ETRS89 [EPSG: 4326],-2.971828,53.430648,1.4840324386597,Unknown,Permissioned,76,335527,393089
www.liverpool.gov.uk,Liverpool City Council,1936C,FORMER JFK HEIGHTS / EVERTON BROW / SALISBURY ST / HAIGH ST,,ETRS89 [EPSG: 4326],-2.971424,53.416654,0.26579400024414,Unknown,Permissioned,70,335533,391532
www.liverpool.gov.uk,Liverpool City Council,5892,"FORMER CENTRAL TIN FACTORY SITE, WILBRAHAM ST / DRYDEN ST",,ETRS89 [EPSG: 4326],-2.980753,53.4206,0.61836199417114,Unknown,Permissioned,36,334919,391980
www.liverpool.gov.uk,Liverpool City Council,4613,"THE STRAWBERRY TAVERN, BRECKFIELD ROAD SOUTH",,ETRS89 [EPSG: 4326],-2.956937,53.420699,0.35757239761353,Unknown,Permissioned,30,336502,391969
www.liverpool.gov.uk,Liverpool City Council,3576,LAND & BUILDINGS AT EDGE LANE,,ETRS89 [EPSG: 4326],-2.949933,53.407538,9.1715507545471,Unknown,Permissioned,145,336948,390499
www.liverpool.gov.uk,Liverpool City Council,4472,"FORMER OGDENS TOBACCO FACTORY SITE, WEST DERBY ROAD/BOUNDARY LANE, LIVERPOOL, L6",,ETRS89 [EPSG: 4326],-2.955797,53.417608,3.4669853233337,Unknown,Permissioned,19,336573,391624
www.liverpool.gov.uk,Liverpool City Council,3894,SITE OF FORMER MONTROSE CLUB WHITEFIELD ROAD,,ETRS89 [EPSG: 4326],-2.955796,53.421195,0.23188573760986,Unknown,Permissioned,8,336578,392023
www.liverpool.gov.uk,Liverpool City Council,4825,14-20 BRECKFIELD ROAD NORTH,,ETRS89 [EPSG: 4326],-2.960668,53.422955,0.032963976287842,Unknown,Permissioned,6,336257,392224
www.liverpool.gov.uk,Liverpool City Council,5236,OLIVIA'S BAR (FORMERLY DEVONSHIRE ARMS P.H)  ST. DOMINGO ROAD L5.,,ETRS89 [EPSG: 4326],-2.973122,53.429843,0.051968497467041,Unknown,Permissioned,5,335440,393001
www.liverpool.gov.uk,Liverpool City Council,6305,"OLD CAMPFIELD HOTEL, 98 HEYWORTH STREET",,ETRS89 [EPSG: 4326],-2.968858,53.422719,0.041068980407715,Unknown,Permissioned,4,335713,392205
www.liverpool.gov.uk,Liverpool City Council,5969,LAND ADJ TO 40 BIRCHFIELD STREET L3.,,ETRS89 [EPSG: 4326],-2.972435,53.412242,0.078886743164062,Unknown,Permissioned,4,335459,391042
www.liverpool.gov.uk,Liverpool City Council,6166,1-3 EVERTON ROAD,,ETRS89 [EPSG: 4326],-2.962933,53.41426,0.018340354919434,Unknown,Permissioned,3,336094,391258
www.liverpool.gov.uk,Liverpool City Council,6309,42 BRECKFIELD ROAD NORTH,,ETRS89 [EPSG: 4326],-2.961217,53.42342,0.010784279632568,Unknown,Permissioned,2,336222,392276
www.liverpool.gov.uk,Liverpool City Council,5964,56-70 CONWY DRIVE L6,,ETRS89 [EPSG: 4326],-2.952023,53.418438,0.047319250488281,Unknown,Permissioned,2,336825,391713
www.liverpool.gov.uk,Liverpool City Council,5839,58 BRECKFIELD ROAD NORTH L5,,ETRS89 [EPSG: 4326],-2.961482,53.423631,0.0065121025085449,Unknown,Permissioned,1,336204,392300
www.liverpool.gov.uk,Liverpool City Council,6270,"197-199 OAKFIELD ROAD, L4",,ETRS89 [EPSG: 4326],-2.960385,53.429405,0.022443751525879,Unknown,Permissioned,1,336286,392941
www.liverpool.gov.uk,Liverpool City Council,6209,LAND TO THE SIDE OF 11 MARATHON CLOSE,,ETRS89 [EPSG: 4326],-2.965627,53.418477,0.0092294136047363,Unknown,Permissioned,1,335921,391730
www.liverpool.gov.uk,Liverpool City Council,4666,"NEWHALL, LONGMOOR LANE",,ETRS89 [EPSG: 4326],-2.923145,53.471525,4.0328011352539,Unknown,Permissioned,42,338821,397594
www.liverpool.gov.uk,Liverpool City Council,4786,REDBRIDGE AND BANKVIEW. SHERWOODS LANE,,ETRS89 [EPSG: 4326],-2.922864,53.4742,1.9166638313293,Unknown,Permissioned,32,338843,397891
www.liverpool.gov.uk,Liverpool City Council,1459,LAND AT MELLING AVENUE L9.,,ETRS89 [EPSG: 4326],-2.954391,53.470443,0.015664456176758,Unknown,Permissioned,2,336745,397501
www.liverpool.gov.uk,Liverpool City Council,6193,352 LONGMOOR LANE,,ETRS89 [EPSG: 4326],-2.944006,53.467987,0.0089648857116699,Unknown,Permissioned,1,337431,397219
www.liverpool.gov.uk,Liverpool City Council,6191,"GREENBANK SYNAGOGUE, GREENBANK DRIVE, L17",,ETRS89 [EPSG: 4326],-2.929005,53.389235,0.54949446792603,Unknown,Permissioned,52,338313,388444
www.liverpool.gov.uk,Liverpool City Council,5228,'THE WHEEL HOUSE' 10 ELMSLEY ROAD L18.,,ETRS89 [EPSG: 4326],-2.91959,53.380647,0.6329546005249,Unknown,Permissioned,27,338926,387481
www.liverpool.gov.uk,Liverpool City Council,6085,"BRIDGE HOUSE, 7 MOSSLEY HILL DRIVE",,ETRS89 [EPSG: 4326],-2.931203,53.382046,0.30431543960571,Unknown,Permissioned,4,338156,387647
www.liverpool.gov.uk,Liverpool City Council,6361,185 VALE ROAD,,ETRS89 [EPSG: 4326],-2.929423,53.390299,0.0092989654541016,Unknown,Permissioned,1,338286,388563
www.liverpool.gov.uk,Liverpool City Council,6362,671 SMITHDOWN ROAD,,ETRS89 [EPSG: 4326],-2.916274,53.38886,0.028531156158447,Unknown,Permissioned,5,339159,388392
www.liverpool.gov.uk,Liverpool City Council,6124,LAND AT LOW HILL,,ETRS89 [EPSG: 4326],-2.962147,53.413577,0.72797486038208,Unknown,Permissioned,409,336145,391182
www.liverpool.gov.uk,Liverpool City Council,1718,209-299 PRESCOT ROAD AND 16-24 PRESCOT DRIVE,,ETRS89 [EPSG: 4326],-2.932777,53.414381,0.63936433181763,Unknown,Permissioned,28,338098,391245
www.liverpool.gov.uk,Liverpool City Council,4186,WORKS AT 86 COLERIDGE STREET,,ETRS89 [EPSG: 4326],-2.950411,53.413665,0.1020842918396,Unknown,Permissioned,11,336925,391181
www.liverpool.gov.uk,Liverpool City Council,5243,10 HOLLY ROAD L7,,ETRS89 [EPSG: 4326],-2.939833,53.40992,0.14949640960693,Unknown,Permissioned,8,337623,390755
