count,name
3,Co-ordinate Reference System
3,Coordinate
3,Brownfield Register Reference
3,Are there known ownership or tenancy issues?
3,Area (ha)
3,Alt Site Reference
3,Address
3,Additional Notes 
2,y
2,x
2,VersionNumber
2,TOWNSHIP
2,To
2,Sui Generis
2,STATUS
2,SortOrder
2,Site Yes (within 5 years)
2,SITE REFERENCE
2,SiteRefere
2,SiteProforma
2,SITE PLAN URL
2,SiteplanUR
2,SITE NAME ADDRESS
2,SiteName Address
2,Site Name & Address
2,SiteNameAd
2,SITENAME
2,Site Name 
2,SITE INFORMATION
2,SiteInformation 
2,SiteInfomation
2,Site Area in ha 
2,SHLAASiteRef
2,shlaareference
2,SHLAA_Constrained_Total
2,SHELAARef
2,Shape_Length
2,SHAPE_LEN
2,SHAPE_AREA
2,Shape_Area
2,SCALE OF NON HOUSING DEVELOPMENT
2,Proposed Use
2,PROPOSED FOR PIP
2,ProposedFor PIP
2,Proposed ForPIP
2,Proposed For PiP
2,Primary Source of Identification at DATE
2,Previous Use
2,PreviousReference
2,PREVIOUSLY PART OF
2,PreviouslyPartOf 
2,Previously PartOf
2,PLANSTATUS
2,PLAN OF SITE
2,Planning_Status_Reference
2,Planning_Status
2,Planning Permission Status
2,Planning History link
2,PLANNING HISTORY
2,Planning history
2,PlanningHi
2,PlanningApplicationReference
2,PLANHISTOR
2,PERMISSION TYPE
2,PermissionTyne
2,PermissionDate1
2,PERMISSION DATE
2,Permission Date 
2,Part2allocation
2,PA3MapNumber
2,PA2Ward
2,Owners (if known)
2,OwnershipS
2,OWNERSHIP
2,Outstanding development
2,OtherSiteInformation
2,OtherNotes 
2,Other.1
2,Other
2,OSReferenceSystem
2,OSNorthing
2,OSGB36Northing
2,OSGB36Easting
2,OSEasting
2,OrganistionURI
2,OrganistionLabel
2,ORGANISATION URL
2,OrganisationURl
2, OrganisationURI
2,Organisation Uri
2,ORGANISATION LABEL
2,Organisational URI
2,OrganisationalLabel
2,ORGANISATI
2,ORGANISA_1
2,OPEN DATA WEBSITE
2,NON HOUSING DEVELOPMENT
2,Non housing Development
2,NetDweloingsRangeTo
2,NET DWELLINGS RANGE TO
2,Net Dwellings RangeTo
2,Net dwellings range To
2,NET DWELLINGS RANGE FROM
2,NetDwellingsRangeFrom 
2,Net dwellings range From
2,Net dwellings
2,NetDwellingRangeTo
2,NetDwellin
2,Net DwelingsRangeFrom
2,NET CHANGE; units developed so far
2,Name of Local Authority
2,NAME AND ADDRESS OF SITE
2,MIN NET DWELLINGS
2,MinNetDwellings 
2,Min Net Dwelling
2,Min-Max range of Net Dwellings
2,MINIMUM NET DWELLINGS
2,MAXIMUM NET DWELLINGS
2,Map Weblink
2,LPA
2,LONGITUDE
2,Longitude
2,Locations Coordinates East West
2,Location Coordinates North South 
2,Local Plan reference/SLAA reference
2,Local Plan Ref
2,Local authority URI expressed in the form http://opendatacom munities.org/id/follo wed by relevant type of authority and name of local authority
2,LOCAL AUTHORITY
2,Local Authority
2,LLDC2
2,LLDC1
2,LDSSiteRef
2,LDD_Proposed_Residential_Units
2,LDD_Net_Residential_Units
2,LDD_Existing_Residential_Units 
2,LATITUDE
2,Latitude
2,LastUpdatedDate1
2,LAST UPDATED DATE
2,Last UpdatedDate
2,LastUpdated
2,Last updated
2,LASTUPDATE
2,LastUpdate
2,Last Update
2,LA SITE REF
2,Lapse date
2,Land Type
2,LAND DELIVERABLE?
2,LandAllocationsReference
2,Label
2,Information Updated
2,IF PERMISSIONED
2,ID
2,id
2,Hsg. No in Appl.
2,HousingSurveySiteReference
2,HELAAReference
2,Hectares (gross)
2,HazourdousSubstances
2,HazardousSubtances
2,Hazardous Substances Regs 2015
2,HAZARDOUS SUBSTANCES
2,HazardousS
2,gid
2,GeoY [North]
2,GeoX [East]
2,GeoX 
2,GeoPointLicensingURL
2,Geo Longitude
2,Geo Latitude
2,From
2,FirstAddedDateBR
2,FirstAddedDate1
2,FIRST ADDED DATE
2,FIRSTADDED
2,First Added
2,First
2,Fields
2,ExpiryOfPlanningPermission
2,ETRS89
2,EffectiveDate
2, DevelopmentDescription
2,DEVELOPMENT DESCRIPTION
2,Developmentdescription
2,DESCRIPTION OF PROPOSED HOUSING DEVELOPMENT
2,Deliverabl
2,Decision_Date
2,DateUpdate
2,Date Permission Obtained 
2,Date Permission Lapses 
2,DATE LAST UPDATED 
2,DATE ENTERED ON REGISTER
2,Date Entered
2,D2
2,D1
2,CordinateReferenceSystem
2,COORDREFER
2,Co-ordinate system
2,Coordinates Ref System
2,COORDINATES
2,CoordinateRefernceSystem
2,Capacity min remaining
2,Capacity max remaining
2,C3 (SB/CB)
2,C3 (HOP)
2,C3 (H)
2,C2 (RI)
2,C1
2,Brownfield/GreenfieldMix?
2,B8
2,B2
2,B1
2,Area of Land in Hectares
2,AREA (HA)
2,Application ref
2,AltRef
2,Alternative Reference
2,Allocation reference
2,Allocation for housing or mixed use
2,Allocated site
2,AdditionalNotes
2,additional field no at 45perha
2,additional field no at 30per ha
2,additional field calc area
2,additional field address 2
2,Added
2,AA
2,A5
2,A4
2,A3
2,A2
2,A1
2,01/12/2017
1,Y_Ref
1,Yes
1,yes
1,Y
1,X_Ref
1,<?xml version="1.0" encoding="UTF-8"?>
1,X
1,Wiltshire Council
1,WEST SUFFOLK COUNCILS (FOREST HEATH AND ST EDMUNDSBURY)
1,Well Known Text Geometry
1,Weblink
1,Ward_Nm
1,Ward_Name
1,WARD
1,URLOrganisationLabel
1,URI
1,UPRN 
1,Updated_Date
1,Unnamed: 32
1,Unnamed: 31
1,Unnamed: 30
1,Unnamed: 28
1,Uni_ID
1,Type_Permission
1,Total site area (hectares)
1,TOTAL_NET_CAPACITY
1,TOTAL NET CAPACITY
1,Total_ha
1,Total area (Hectares)
1,To be included on Brownfield Register
1,Title
1,Supportg. 5+ dwellings or more than 0.25ha i.size
1,Supportg. 5+ dwellings or more than 0.25ha in size
1,Superseded or replaced previous planning application
1,Supersed'/ c' replace
1,Summary Brownfield Land Register Part.1
1,Suitable comment (Reg 4 (1)(b))
1,StrategicHousingLandAvailabilityAssessmentReference
1,Status update
1,Status source
1,SourcesOtherReference
1,Skylark Motor Services Ltd The Ridge Woodfalls
1,Site URL
1,Site UPRN 
1,SiteReferenceAlternate
1,Site Reference 
1,siterefere
1,SITEREF
1,Site_Ref
1,Site Ref.
1,Siteref
1,Site_Plan_URL
1,Site plan (url)
1,SiteplanURI
1,SITEPLANUR
1,Site Plan
1,Site part of SHLAA [2012 Reference]
1,SiteNameAddresss
1,Site Name, Address, Postcode 
1, SiteNameAddress
1,SiteName/Address
1,Site Name, Address
1,Site name/address
1,Site_Name
1,SiteInformation - mandatory where relevant
1,Site Information / constrains
1,Site Information3
1,SiteInformation2
1,SiteInformation1
1,SIteInformation
1,Site Information 
1,Site information
1,SITEINFORM
1,SiteInform
1,SiteInfo
1,Site coordinate
1,Site Areaha [0.25ha min]
1,Site_Address
1,SHLAA reference
1,SHLAA_REF
1,SHLAA&Local Allocation ref
1,SHLAA_CapacityApprox
1,SHLAA2018_Timescale
1,SHLAA2018_Suitable
1,SHLAA2018_Capacity
1,SHLAA2018_Available
1,SHLAA2018_Achievable
1,SHLAA 2012 Reference
1,SHELAACrossReference
1,Shape_STLength__
1,Shape_STArea__
1,SCC_Ward
1,SCC_SubArea
1,SCC_Regeneration
1,S15.11698
1,RowNumber
1,Residential Development Description
1,Register_Date
1,REFVAL
1,ReferenceSystem
1,Reference_System
1,Reference System
1,Publisher URL
1,PublisherURI
1,PublisherLabel
1,PropUse
1,Proposed_U
1,ProposedForPIP - mandatory if yes
1,ProposedForPIP 
1,ProposedFo
1,Proposed demolition of existing buildings and construction of 7 dwellings including formation of access and parking and associated works.
1,PROPFORPIP
1,Progress
1,PrevSHLAARef
1, PreviouslyPartOf
1,Previously Part of
1,PREVIOUSLY
1,Previously
1,PrevBLRRef
1,Potential Housing Capcity (Max) (Gross)
1,Potential Housing Capacity (Min) (Gross)
1,Polygon 
1,Polygon
1,Plan_Status: permissd. / pending / no application
1,Plan_Status: permissd. / pending / no app.
1,PLANNINGSTATUSEXTRA2
1,PLANNINGSTATUSEXTRA1
1,Planning status
1,planningStatus
1,Planning Reference Number
1,Planning Reference
1,Planning Permission
1,PlanningHistoryURL
1,PlanningHistory (URL)
1,Planning History URL
1, PlanningHistory
1,PlanningAu
1,Planning Application Reference
1,Planning application Reference
1,Planningapplicationreference
1,PLANNINGAPPLICATIONREF
1,Planning Application Number and link to documents
1,Planning Application Number 
1,Planning Application Link 
1,PlanningA2
1,PlanningA1
1,Plan
1,PeviouslyPartof
1,PERMTYPE
1,PermiType
1,Permission Types as required in BFLR
1,Permission Types as req. by Gov.
1,PermissionType - mandatory if ‘ PlanningStatus’ field contains the value ‘permissioned’.
1,Permission type
1,Permission History
1,permissioned
1,PermissionDatePlanningHistory
1,PermissionDate -  - mandatory if ‘ PlanningStatus’ field contains the value ‘permissioned’.
1,Permission date
1,Permission
1,Permission
1,permission
1,Permissi_1
1,PermiDate
1,PERMDATE
1,PDL area on the site (hectares)
1,Part2 - mandatory where relevant
1,Part2 
1,parish
1,PA2MapNumber
1,Owners (if public sector or HA)
1,Ownership_Status: PA_owned [Public Autho-rity]; not PA_owned; mix. ownership; unknown
1,Ownership_Status
1,ownershipStatus
1,Ownership: PA_owner, not PA_own., mixed_o'ship, unknown
1,Ownership 2
1,OWNERS
1,OwenrshipStatus
1,OS map reference [OSGB 1936 ? British National Grid]
1,OSGB36 Northing
1,OSGB36 Easting OSGB36 Northing
1,OSGB36 Easting
1,OrgURL
1,Org. URI
1,OrgLabel
1,Org. Label
1,OrgansiationURI
1,OrgansiationLabel
1,OrganisationURI;OrganisationLabel;SiteReference;PreviouslyPartOf;SiteNameAddress;SiteplanURL;CoordinateReferenceSystem;GeoX;GeoY;Hectares;OwnershipStatus;Deliverable;PlanningStatus;PermissionType;PermissionDate;PlanningHistory;ProposedForPiP;MinNetDwellings;DevelopmentDescription;NonHousingDevelopment;Part2;NetDwellingsRangeFrom;NetDwellingsRangeTo;HazardousSubstances;SiteInformation;Notes;FirstAddedDate;LastUpdatedDate;SHLAARef;PlanPermission;PPRN
1,OrganisationUrI
1, OrganisationLabel
1,Organisation label
1,Organisational Label
1,Organisation
1,Organisation
1,Organisati
1,OrgainisationURL
1,OragisationLabel
1,not owned by a public authority
1,Notes UPRN for sites 
1,Notes.1
1, Notes
1,Note
1,Northings (Geo Y)
1,NORTH
1,Non_Resi_Dev
1,NonHousingDevelopment - mandatory where relevant
1, NonHousingDevelopment
1,Non-Housing Development
1,Non Housing Development 
1,Non-Housing development
1,NonHousingDevelopemnt
1,NonHousingDeveloment
1,NONHOUSING
1,NonHousing
1,NewDwellingsRangeTo
1,NewDwellingsRangeFrom
1,NETRANGETO
1,NETRANGEFR
1,NetDwellingsRangeTo - mandatory where relevant
1,NetDwellingsRangeTo 
1,Net Dwellings Range To 
1,NetDwellingsrangeTo
1,NetDwellingsRangeFrom - mandatory where relevant
1,Net Dwellings Range From 
1,Net dwellings Range From
1,Netdwellingrangeto
1,Net dwelling range to 
1,Netdwellingrangefrom 
1,Net dwelling range from?
1,NetDwell_1
1,NetDwell00
1,MORE_INFORMATION
1,MINNETDWEL
1,MinNetDwel
1,MinNet
1,Minimum Net Dwellings
1,Minimum net dwellings
1,MINHOMES
1,Min_Capacity
1,MBC Brownfield Land Register (2019) : Part 1
1,Mapping link [SiteplanURL]
1,Mapping link [Siteplan URL]
1,LPSARef
1,LPA_URL
1,LPA URL
1,Location___Address
1,Location / Address
1,LocalPlanURL
1,Local Plan Site Allocation Reference / SLAA Site Reference
1,LocalPlanPolRef
1,Local_Authority
1,LLDC3
1,Latest_MostRelevantResidentialApplication
1,Last_updated_Date
1,LastUpdated
1,KEYVAL
1,Is the site likely available [and/or deliverable within the next 15 yrs.]?
1,Is the site available?
1,IncludeInBFR
1,Include_in_BFR
1,INCLUDE
1,IDOX_Reference
1,Id
1,https://wiltscouncil.maps.arcgis.com/apps/webappviewer/index.html?id=74a353612a934bd48fee1f2bc564cdd8
1,http://planning.wiltshire.gov.uk/Northgate/PlanningExplorer/ApplicationSearch.aspx
1,http://opendatacommunities.org/id/unitary-authority/wiltshire
1,HSGESTIMAT
1,Housing Est (remaining)
1,Housing Estimate (remaining)
1,HELAA Reference
1,HELAA note
1,HELAA 2016 ref
1, Hectares
1,HAZSUB
1,Hazardous Substance[s] on site? [as identifiied in Application form]
1,Hazardous Substances - mandatory where relevant
1,Hazardous Substances [as identifiied in Appl. form]
1,HazardousSubstances 
1,Hazardous Substances 
1,Gross area (ha)
1,Grid reference northing
1,Grid reference easting
1,GeoY_WGS84
1,GeoY_ETRS89
1,GeoY_3
1,GeoY_2
1,GeoY 
1,GeoX_WGS84
1,GeoX_ETRS89
1,GeoX_3
1,GeoX_2
1,full planning permission
1,FirstDateAdded
1, FirstAddedDate
1,FirstAddedDate 
1,Firstaddeddate
1,FirstAdded
1,FirstAdd
1,EVENTS
1,EndReason
1,EndDate 
1,Enddate
1,Eastings (Geo X)
1,EAST
1,Dwellings
1,Dwelling_Range
1,DM COMMENTS
1,District
1,Discription/Notes
1,Development status (if site has full PP)
1,Development Status: extant/ commc'd./ part. compltd.
1,DevelopmentDescription - mandatory where relevant
1,DevelopmentDescription 
1,Development description
1,DevelopmentDesciption
1,Developmen
1,Developed: extant/ commc'd./ part. compltd.
1,Developable area (ha)
1,DEVDESCR
1,Description
1,Deliverable - mandatory if yes
1, Deliverable
1,DELIVERABL
1,Date_Permission
1,Date Added
1,DataUpdate
1,CrossReference
1,Coordinates (Latitude & Longitude) 
1,CoordinateRefSystem
1,CoordinateRef. System
1,CoordinateReferenceSystem_WGS84
1,CoordinateReferenceSystem_ETRS89
1,CoordinateReferenceSystem3
1,CoordinateReferenceSystem2
1, CoordinateReferenceSystem
1,CoordinateReference System
1,Coordinate Reference System 
1,Coordinate
1,Coodinate_Reference_System
1,Coodinate Reference System
1,Contraints
1,CONSTRAINT
1,ConservationArea
1,Comments
1,CHECK - SUITABLE
1,CHECK - AVAILABLE
1,CHECK - ACHIEVABLE
1,Capable of housing development [in policy terms]
1,Capable of development?
1,BROWNFIELD REGISTER AS AT DECEMBER 2017
1,Brownfield Land Register 2019
1,Brownfield Land Register 2018
1,BrownfieldCoverage
1,Brownfield Coverage 
1,Brownfield coverage*
1,Brownfield
1,Brownfie_1
1,BF_ha
1,Available comment (Reg 4 (1)(c))
1,AreaOfOutstandingNaturalBeautyDevelopmentPlanDocumentReference
1,AREA_Ha_
1,AREA(Ha)
1,areaha
1,Area
1,Approved date
1,Approved
1,App_No
1,App No.
1,Application Ref./LP Site Allocation Ref.
1,Applica-tion is on Brown-field Land?
1,Application Description / Site description in SHLAA
1,Application Description/ Notes
1,ApplicationAndPolicyRef
1,APGRECNO
1,AONBDPDRef
1,ALT_Y_Ref
1,ALT_X_Ref
1,Alt_Ref
1,AlternativeReferences 
1,Alternative References 
1,Alternative references
1,Alternative Reference 2 (Site Assessment)
1,Alternative Reference 2 (Local Plan PS Jan 2018)
1,Alternative Reference 1 (Planning permission)
1,AlternateSiteReference
1,AlternateReferences
1,Alternate_CoordinateReferenceSystem
1,Alt_Coords_X_Y
1,All/Part Deliverable within 5 years
1,All/part deliverable within 5 years
1,AllocationReference
1,AllocationForHousingOrMixedUse
1,AllocatedSite
1,Address 
1,Achievable comment (Reg 4 (1)(d))
1,Achievable
1,Achieavble
1,7
1,419779
1,120125
1,04/10/2016
1,0.28
1,#
